Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",10,3,11,21,3,,,3.0,1.0,2.0,2.0,4.0,,2.0,,11.0,9.0,,,,,,85.0
19,"Betts, Eddie",9,8,5,14,8,,,3.0,,1.0,,1.0,,,2.0,5.0,9.0,3.0,6.0,,2.0,1.0,88.0
35,"Curnow, Ed",7,3,4,11,,,,2.0,,1.0,2.0,6.0,1.0,2.0,,5.0,7.0,,,1.0,,,70.0
31,"Davies, Marcus",6,,7,13,,1.0,,7.0,1.0,1.0,,2.0,,1.0,,5.0,8.0,,,3.0,,,85.0
34,"Duigan, Nick",3,2,4,7,,,,2.0,1.0,,,,,,,4.0,4.0,,1.0,4.0,,1.0,89.0
46 ↑,"Ellard, David",1,1,1,2,,,,3.0,1.0,,1.0,,,,,1.0,1.0,,,,,,20.0
38,"Garlett, Jeff",7,6,2,9,1,2.0,,4.0,1.0,2.0,,1.0,,,,3.0,6.0,,2.0,2.0,2.0,,88.0
4,"Gibbs, Bryce",20,5,7,27,2,,,3.0,4.0,4.0,2.0,1.0,1.0,,,8.0,18.0,1.0,,4.0,1.0,2.0,90.0
23,"Henderson, Lachie",11,4,4,15,,,,4.0,,1.0,,2.0,1.0,2.0,,3.0,12.0,,,6.0,1.0,,94.0
5,"Judd, Chris",14,4,19,33,1,,,12.0,1.0,9.0,7.0,3.0,1.0,3.0,3.0,20.0,12.0,2.0,1.0,2.0,,7.0,84.0
8,"Kreuzer, Matthew",4,3,5,9,2,1.0,15.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,7.0,2.0,3.0,3.0,3.0,,,79.0
15,"Laidler, Jeremy",9,7,5,14,,,,5.0,4.0,,1.0,2.0,1.0,1.0,,6.0,10.0,,,6.0,,,83.0
3,"Murphy, Marc",18,4,12,30,2,1.0,,4.0,,8.0,5.0,1.0,2.0,1.0,1.0,11.0,20.0,,,1.0,3.0,2.0,81.0
12,"Robinson, Mitch",19,3,9,28,,1.0,,3.0,2.0,8.0,5.0,3.0,2.0,1.0,,12.0,15.0,1.0,,1.0,,1.0,85.0
29,"Scotland, Heath",13,7,14,27,,,,6.0,3.0,2.0,2.0,3.0,,2.0,,8.0,20.0,1.0,,2.0,2.0,,86.0
6,"Simpson, Kade",12,2,8,20,,1.0,1.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,,9.0,11.0,,,2.0,1.0,1.0,84.0
32,"Thornton, Bret",10,4,5,15,,1.0,,1.0,1.0,,,4.0,,3.0,,4.0,11.0,,1.0,5.0,,,94.0
42,"Tuohy, Zach",4,4,9,13,,,,,,1.0,2.0,,,,,5.0,8.0,,,2.0,,,93.0
39 ↓,"Twomey, Wayde",3,3,1,4,,,,4.0,,2.0,,,,,,,4.0,,,2.0,,,63.0
1,"Walker, Andrew",11,8,3,14,4,,,3.0,,1.0,2.0,2.0,,1.0,,6.0,7.0,1.0,5.0,1.0,,1.0,88.0
11,"Warnock, Robert",6,1,10,16,,,33.0,4.0,1.0,2.0,6.0,,2.0,,,10.0,5.0,1.0,,2.0,,,83.0
13,"Yarran, Chris",8,1,,8,1,,,2.0,2.0,4.0,,,,,,3.0,5.0,,,1.0,3.0,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,83,145,350,24,9.0,49.0,82.0,25.0,52.0,43.0,40.0,13.0,21.0,6.0,146.0,204.0,13.0,19.0,50.0,15.0,17.0,
Opposition,Opposition,187,86,142,329,12,7.0,36.0,60.0,24.0,40.0,38.0,32.0,21.0,13.0,,132.0,199.0,15.0,14.0,42.0,3.0,10.0,
