Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
34,"Armstrong, Harry",2,1,3,5,,,,1.0,,,,1.0,,1.0,,5.0,1.0,,,1.0,,1.0,66.0
41,"Banks, Sam",10,1,11,21,,,,2.0,,,2.0,1.0,1.0,,,6.0,15.0,,,1.0,,,80.0
43,"Bauer, Jacob",6,4,3,9,1,1.0,,4.0,,1.0,1.0,3.0,2.0,,,2.0,6.0,1.0,3.0,1.0,,,83.0
46 ↓,"Blight, Jacob",4,3,2,6,,,,1.0,2.0,,,1.0,1.0,,,4.0,2.0,2.0,,5.0,,,55.0
35,"Broad, Nathan",8,2,3,11,,,,3.0,4.0,,,5.0,2.0,2.0,,5.0,5.0,,,3.0,1.0,,88.0
30,"Brown, Tom",7,2,3,10,1,,,4.0,3.0,1.0,,2.0,,,,4.0,4.0,1.0,1.0,4.0,,,80.0
44,"Campbell, Seth",3,,5,8,2,,,7.0,,1.0,1.0,2.0,,,,3.0,5.0,,,2.0,1.0,,75.0
27,"Dow, Thomson",9,1,13,22,,1.0,,9.0,3.0,2.0,4.0,5.0,2.0,,,11.0,12.0,,,,,,79.0
48,"Green, Steely",6,2,1,7,,,,5.0,1.0,3.0,,5.0,1.0,2.0,,2.0,6.0,,,,,,76.0
2,"Hopper, Jacob",7,2,15,22,1,,,6.0,1.0,,3.0,4.0,,2.0,,7.0,14.0,,1.0,,,,79.0
22,"Lalor, Sam",6,2,12,18,2,,,2.0,,1.0,,3.0,,,,6.0,11.0,1.0,,2.0,,2.0,80.0
19,"Lynch, Tom",5,4,8,13,1,,,1.0,,5.0,,3.0,1.0,1.0,,8.0,6.0,1.0,1.0,3.0,,2.0,87.0
7,"Mansell, Rhyan",5,1,5,10,1,,,2.0,,1.0,,,,,,6.0,4.0,,,2.0,,1.0,79.0
33,"McIntosh, Kamdyn",8,3,8,16,,,1.0,5.0,4.0,2.0,4.0,3.0,,,,8.0,9.0,,,2.0,,,79.0
12,"Miller, Ben",10,6,3,13,,,,1.0,4.0,1.0,,,1.0,,,7.0,6.0,3.0,,6.0,,,100.0
25,"Nankervis, Toby",13,4,8,21,2,,35.0,6.0,3.0,2.0,7.0,7.0,,5.0,2.0,13.0,6.0,1.0,1.0,3.0,,,85.0
5,"Ross, Jack",14,5,14,28,2,,,4.0,4.0,6.0,7.0,1.0,1.0,,,11.0,16.0,,,,,,79.0
15,"Short, Jayden",16,5,3,19,,,,4.0,9.0,3.0,2.0,,,,,3.0,10.0,,,3.0,,,91.0
40 ↑,"Sonsie, Tyler",4,3,3,7,,,,,,,,1.0,1.0,,,3.0,4.0,,,,,,26.0
14,"Taranto, Tim",14,1,16,30,,,,3.0,2.0,6.0,8.0,7.0,,,3.0,13.0,13.0,,,2.0,,,88.0
31,"Trainor, Luke",11,5,4,15,,,,2.0,5.0,2.0,2.0,6.0,1.0,1.0,,5.0,10.0,,,3.0,,,77.0
36,"Trezise, James",8,1,11,19,,,,2.0,2.0,2.0,2.0,4.0,,,,6.0,13.0,1.0,,1.0,,,81.0
1,"Vlastuin, Nick",18,8,3,21,,,,2.0,8.0,1.0,,4.0,2.0,3.0,1.0,5.0,11.0,,,1.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,66,157,351,13,4.0,36.0,76.0,55.0,40.0,43.0,68.0,16.0,17.0,6.0,143.0,189.0,11.0,7.0,45.0,2.0,6.0,
Opposition,Opposition,231,88,173,404,9,15.0,35.0,70.0,27.0,65.0,39.0,65.0,18.0,16.0,,164.0,228.0,11.0,10.0,45.0,10.0,6.0,
