Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Berry, Sam",10,1,4,14,,,,8.0,1.0,4.0,4.0,3.0,3.0,,3.0,5.0,9.0,,,1.0,1.0,1.0,72.0
40,"Bond, Hugh",2,2,7,9,,,,2.0,,,1.0,,,,,6.0,3.0,,,3.0,,,88.0
5,"Crouch, Matt",15,3,17,32,,,,3.0,,7.0,7.0,6.0,1.0,2.0,,18.0,14.0,,,,,1.0,78.0
6,"Curtin, Daniel",6,5,5,11,2,,,2.0,,1.0,3.0,,,,,7.0,4.0,2.0,2.0,,,,70.0
12,"Dawson, Jordan",14,6,13,27,1,1.0,,9.0,4.0,2.0,1.0,6.0,,1.0,1.0,6.0,22.0,,,2.0,,,85.0
32,"Fogarty, Darcy",8,8,1,9,5,1.0,,,,3.0,,3.0,,3.0,2.0,6.0,6.0,4.0,5.0,1.0,,2.0,89.0
20,"Hinge, Mitch",12,5,4,16,,,,1.0,3.0,1.0,1.0,1.0,,1.0,,4.0,11.0,1.0,,1.0,,1.0,81.0
48,"Keane, Mark",17,6,3,20,,,,,6.0,2.0,,2.0,,2.0,,6.0,5.0,1.0,,6.0,1.0,,87.0
2,"Keays, Ben",9,8,10,19,3,1.0,,4.0,3.0,1.0,1.0,1.0,,,,7.0,11.0,,2.0,1.0,,1.0,88.0
29,"Laird, Rory",16,5,12,28,,,,4.0,4.0,1.0,3.0,7.0,2.0,3.0,,8.0,21.0,,1.0,2.0,,,93.0
16,"Michalanney, Max",10,7,8,18,,,,4.0,3.0,,,,2.0,,,8.0,10.0,2.0,,3.0,,,86.0
4,"Murphy, Lachlan",8,5,6,14,,1.0,,3.0,,2.0,,1.0,1.0,,,5.0,9.0,,1.0,,,,72.0
28,"Murray, Nick",7,7,4,11,,,,,3.0,,,4.0,,1.0,,2.0,8.0,,,5.0,,,78.0
27,"Nankervis, Luke",8,3,5,13,,,,1.0,2.0,,,1.0,,1.0,,5.0,5.0,,,3.0,,,87.0
43,"OBrien, Reilly",7,4,4,11,,,58.0,3.0,,3.0,1.0,,,,,3.0,6.0,2.0,,3.0,,1.0,91.0
8,"Rachele, Josh",9,5,1,10,2,1.0,,4.0,1.0,1.0,,2.0,,,,2.0,8.0,,1.0,,,,80.0
23,"Rankine, Izak",8,1,7,15,1,,,1.0,,3.0,3.0,8.0,,2.0,,10.0,8.0,,1.0,1.0,5.0,3.0,76.0
38,"Sholl, Lachlan",25,9,9,34,,1.0,,,10.0,1.0,3.0,3.0,,1.0,,8.0,24.0,,,1.0,,,80.0
14,"Soligo, Jake",10,4,9,19,,1.0,,1.0,,4.0,2.0,3.0,1.0,,,8.0,12.0,1.0,1.0,,,1.0,79.0
19 ↑,"Taylor, Zac",3,1,,3,,,,1.0,1.0,,1.0,1.0,,1.0,,2.0,2.0,,,,,,23.0
7,"Thilthorpe, Riley",9,6,5,14,2,,1.0,2.0,1.0,5.0,,4.0,,,,7.0,7.0,2.0,2.0,4.0,,3.0,83.0
13 ↓,"Walker, Taylor",6,7,2,8,1,1.0,,2.0,,2.0,,1.0,,,,2.0,6.0,2.0,2.0,,,1.0,53.0
24,"Worrell, Josh",13,4,8,21,,,,1.0,8.0,,,5.0,1.0,1.0,,9.0,9.0,1.0,,8.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,232,112,144,376,17,9.0,59.0,56.0,50.0,43.0,31.0,62.0,11.0,19.0,6.0,144.0,220.0,18.0,18.0,45.0,7.0,15.0,
Opposition,Opposition,197,80,142,339,9,18.0,22.0,66.0,25.0,59.0,34.0,44.0,19.0,11.0,,137.0,192.0,11.0,12.0,39.0,10.0,5.0,
