Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",28y 141d,229 (156-1-72 68.34%),32 (0.14),←,
22,"Breust, Luke",25y 219d,129 (103-0-26 79.84%),254 (1.97),←,
9,"Burgoyne, Shaun",33y 240d,308 (213-1-94 69.32%),247 (0.80),151 (116-1-34 77.15%),76 (0.50)
18,"Ceglar, Jonathon",25y 124d,42 (33-0-9 78.57%),20 (0.48),←,
8,"Duryea, Taylor",25y 54d,75 (59-0-16 78.67%),12 (0.16),←,
12,"Frawley, James",27y 271d,169 (56-1-112 33.43%),24 (0.14),30 (22-0-8 73.33%),6 (0.20)
6,"Gibson, Josh",32y 96d,202 (132-2-68 65.84%),4 (0.02),137 (103-1-33 75.55%),2 (0.01)
19,"Gunston, Jack",24y 245d,116 (85-0-31 73.28%),252 (2.17),102 (80-0-22 78.43%),232 (2.27)
4,"Hartung, Billy",21y 145d,39 (30-0-9 76.92%),18 (0.46),←,
10,"Hill, Bradley",22y 344d,84 (67-0-17 79.76%),52 (0.62),←,
41,"Howe, Daniel",20y 196d,12 (11-0-1 91.67%),1 (0.08),←,
3,"Lewis, Jordan",30y 54d,253 (162-1-90 64.23%),139 (0.55),←,
7,"McEvoy, Ben",26y 342d,136 (83-2-51 61.76%),54 (0.40),45 (32-0-13 71.11%),27 (0.60)
5,"Mitchell, Sam",33y 249d,296 (182-1-113 61.66%),67 (0.23),←,
23,"OBrien, Tim",22y 81d,14 (11-0-3 78.57%),13 (0.93),←,
28,"Puopolo, Paul",28y 198d,124 (98-0-26 79.03%),123 (0.99),←,
33,"Rioli, Cyril",26y 339d,169 (118-1-50 70.12%),247 (1.46),←,
26,"Shiels, Liam",25y 49d,135 (102-0-33 75.56%),45 (0.33),←,
21,"Sicily, James",21y 163d,16 (12-0-4 75.00%),23 (1.44),←,
16,"Smith, Isaac",27y 170d,124 (99-0-25 79.84%),109 (0.88),←,
40,"Stewart, Kade",19y 153d,3 (3-0-0 100.00%),3 (1.00),←,
24,"Stratton, Ben",27y 108d,130 (94-1-35 72.69%),1 (0.01),←,
Totals,Totals,26y 81d,2805 (1909-11-885 68.06%),1740 (0.62),,
C,"Clarkson, Alastair",48y 51d,272 (173-1-98 63.79%),,←,
