Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9 ↑,"Angwin, Ryan",,,1,1,,,,,,,,1.0,,,,,1,,,,,,14.0
7,"Ash, Lachie",14.0,7.0,9,23,,,,2.0,4.0,,1.0,3.0,,2.0,,6.0,17,,1.0,3.0,1.0,,83.0
14,"Bedford, Toby",4.0,3.0,5,9,,,,7.0,,7.0,3.0,,,,,2.0,6,,1.0,,,1.0,87.0
32,"Briggs, Kieren",7.0,3.0,6,13,,1.0,28.0,6.0,,5.0,5.0,1.0,2.0,,,11.0,3,1.0,,4.0,,1.0,78.0
46,"Brown, Callum",11.0,8.0,5,16,2.0,2.0,,3.0,2.0,2.0,,2.0,1.0,,,7.0,10,1.0,4.0,2.0,,1.0,83.0
44,"Buckley, Jack",9.0,4.0,3,12,,,,6.0,4.0,1.0,,,1.0,,,5.0,7,1.0,,9.0,,1.0,91.0
5,"Cadman, Aaron",,,3,3,,,,1.0,,,,2.0,,1.0,,3.0,1,,,2.0,,1.0,72.0
17,"Callaghan, Finn",17.0,8.0,10,27,,,,3.0,2.0,8.0,1.0,4.0,1.0,,,3.0,22,,,,,,80.0
3,"Coniglio, Stephen",18.0,6.0,13,31,,2.0,,3.0,,7.0,6.0,2.0,1.0,1.0,3.0,9.0,19,,1.0,1.0,,2.0,80.0
4,"Greene, Toby",11.0,5.0,5,16,4.0,1.0,,3.0,,4.0,3.0,2.0,1.0,1.0,,5.0,11,,2.0,,,1.0,82.0
12,"Green, Tom",8.0,3.0,23,31,,,,6.0,2.0,2.0,6.0,3.0,1.0,,,19.0,12,,,,,,82.0
19 ↓,"Haynes, Nick",11.0,4.0,3,14,,,,,,3.0,1.0,2.0,,1.0,,2.0,12,,,2.0,,1.0,68.0
27,"Himmelberg, Harry",12.0,10.0,7,19,,,,1.0,6.0,1.0,,2.0,,,,3.0,14,2.0,,1.0,2.0,,82.0
39,"Idun, Connor",12.0,9.0,3,15,,,,3.0,3.0,3.0,,2.0,,,,6.0,10,2.0,,8.0,,,95.0
25,"Keeffe, Lachlan",9.0,5.0,3,12,,1.0,5.0,1.0,1.0,4.0,,2.0,,,,4.0,8,1.0,1.0,3.0,,,74.0
22,"Kelly, Josh",17.0,3.0,16,33,3.0,,,2.0,3.0,5.0,8.0,2.0,2.0,,1.0,16.0,18,,1.0,2.0,1.0,1.0,83.0
38,"Lloyd, Daniel",7.0,4.0,7,14,1.0,1.0,,3.0,1.0,2.0,,2.0,,,,6.0,8,,3.0,,1.0,1.0,85.0
33,"OHalloran, Xavier",6.0,4.0,8,14,,,,3.0,,5.0,,6.0,1.0,1.0,,8.0,7,,,1.0,,,87.0
36,"Perryman, Harry",12.0,4.0,7,19,,,,6.0,4.0,2.0,2.0,3.0,1.0,1.0,,7.0,10,,,2.0,,1.0,82.0
26,"Riccardi, Jake",12.0,8.0,3,15,5.0,2.0,,1.0,,3.0,,3.0,1.0,,2.0,6.0,9,1.0,7.0,2.0,,1.0,82.0
15,"Taylor, Sam",5.0,3.0,3,8,,,,,4.0,,,,1.0,,,4.0,4,,,5.0,,,78.0
8,"Ward, Callan",10.0,,6,16,,,,2.0,1.0,2.0,3.0,5.0,2.0,3.0,,4.0,12,,,1.0,,,75.0
6,"Whitfield, Lachie",15.0,9.0,7,22,1.0,,,1.0,1.0,2.0,,2.0,,2.0,,4.0,17,,,1.0,,,79.0
Totals,Totals,227.0,110.0,156,383,16.0,10.0,33.0,63.0,38.0,68.0,39.0,51.0,16.0,13.0,6.0,140.0,238,9.0,21.0,49.0,5.0,13.0,
Opposition,Opposition,200.0,95.0,137,337,5.0,6.0,29.0,50.0,51.0,44.0,29.0,54.0,13.0,16.0,,116.0,216,7.0,7.0,49.0,1.0,4.0,
