Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",18,5,7,25,,,1.0,1.0,,,,,1.0,,,,,,,,,,
5,"Collins, Andrew",6,,7,13,,,,,,,,,1.0,,,,,,,,,,
3,"Condon, Anthony",12,4,6,18,,,4.0,1.0,,,,,,,,,,,,,,,
26,"Cooper, Paul",10,2,5,15,,,,3.0,,,,,,,,,,,,,,,
9,"Crawford, Shane",16,6,8,24,1,,,3.0,,,,,1.0,,,,,,,,,,
13,"Dear, Paul",6,2,3,9,,,3.0,2.0,,,,,1.0,,,,,,,,,,
19,"Dunstall, Jason",15,13,3,18,9,6.0,,,,,,,,,1.0,,,,,,,,
16,"Gowers, Andrew",20,12,8,28,,,,2.0,,,,,,1.0,2.0,,,,,,,,
34,"Graham, Mark",5,4,6,11,,,1.0,4.0,,,,,1.0,1.0,,,,,,,,,
22,"Hargreaves, Tim",14,4,7,21,2,3.0,1.0,,,,,,2.0,1.0,,,,,,,,,
17,"Hudson, Paul",12,4,5,17,2,1.0,,2.0,,,,,1.0,4.0,,,,,,,,,
11,"Jarman, Darren",8,2,8,16,1,,1.0,8.0,,,,,,2.0,,,,,,,,,
1,"Jencke, Ray",11,5,2,13,,,4.0,3.0,,,,,1.0,1.0,,,,,,,,,
24,"Langford, Chris",5,1,3,8,,,,1.0,,,,,,,,,,,,,,,
12,"Lawrence, Stephen",,2,5,5,,1.0,12.0,,,,,,,1.0,,,,,,,,,
20,"Maginness, Scott",10,4,2,12,,,4.0,1.0,,,,,2.0,,,,,,,,,,
44,"Platten, John",27,6,10,37,6,,,5.0,,,,,3.0,2.0,3.0,,,,,,,,
18,"Pritchard, Darrin",5,2,9,14,1,,,4.0,,,,,,1.0,,,,,,,,,
38,"Tallis, Rayden",3,1,4,7,,,,1.0,,,,,,,,,,,,,,,
25,"Taylor, Jason",13,5,8,21,,,,3.0,,,,,,2.0,,,,,,,,,
33,"Young, Matthew",2,,,2,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,84,116,334,22,13.0,31.0,44.0,,,,,14.0,16.0,6.0,,,,,,,,
Opposition,Opposition,162,81,141,303,7,6.0,35.0,24.0,,,,,16.0,14.0,,,,,,,,,
