Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",22,5,15,37,,2.0,,4.0,3.0,7.0,10.0,4.0,1.0,1.0,2.0,14.0,22.0,,1.0,,,,90.0
13,"Ah Chee, Callum",2,,5,7,,,,2.0,,1.0,1.0,2.0,1.0,1.0,,7.0,3.0,,,2.0,,,74.0
27,"Ainsworth, Ben",8,3,6,14,4,,,3.0,,2.0,,1.0,,,,4.0,8.0,,2.0,1.0,,1.0,76.0
39,"Davis, Ryan",7,5,3,10,,,,4.0,1.0,,2.0,,2.0,,,6.0,5.0,1.0,,1.0,,,75.0
8,"Fiorini, Brayden",11,7,13,24,1,,,6.0,2.0,3.0,4.0,2.0,2.0,,,9.0,16.0,,1.0,,,1.0,79.0
1,"Hanley, Pearce",5,,3,8,,,,1.0,1.0,1.0,,1.0,1.0,,,3.0,4.0,,,1.0,2.0,1.0,28.0
5,"Harbrow, Jarrod",17,7,5,22,,,,1.0,5.0,4.0,2.0,1.0,2.0,,,5.0,16.0,,,,3.0,1.0,87.0
23,"Lemmens, Sean",7,1,10,17,,4.0,,,,3.0,,2.0,,1.0,,7.0,11.0,1.0,1.0,1.0,,,87.0
21,"Leslie, Jack",4,4,3,7,,,,,1.0,,,3.0,,2.0,,1.0,6.0,,,7.0,,,95.0
7,"Lonergan, Jesse",7,6,19,26,,,,3.0,2.0,3.0,5.0,,,,,7.0,19.0,,,1.0,,2.0,71.0
19,"Lynch, Tom",15,8,5,20,5,1.0,,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,6.0,15.0,1.0,4.0,,,1.0,100.0
25,"Lyons, Jarryd",19,5,20,39,,,,6.0,2.0,7.0,10.0,3.0,,1.0,3.0,23.0,15.0,1.0,,1.0,,1.0,76.0
4,"Martin, Jack",13,8,9,22,2,,,6.0,,3.0,1.0,6.0,3.0,1.0,,12.0,11.0,1.0,2.0,,,3.0,89.0
17,"May, Steven",20,8,1,21,,,,2.0,7.0,1.0,,4.0,1.0,1.0,,3.0,15.0,,,9.0,1.0,,90.0
11,"Miller, Touk",5,3,8,13,1,,,6.0,,1.0,2.0,2.0,,,,4.0,10.0,,,5.0,,1.0,79.0
3,"Rosa, Matt",9,4,17,26,,,,2.0,2.0,3.0,1.0,,1.0,,,6.0,21.0,,,,1.0,,92.0
42,"Saad, Adam",10,2,9,19,,,,2.0,4.0,5.0,1.0,3.0,,1.0,,5.0,13.0,,,2.0,3.0,1.0,77.0
6,"Sexton, Alex",13,4,7,20,2,,,3.0,4.0,4.0,3.0,5.0,1.0,1.0,,6.0,14.0,1.0,1.0,4.0,3.0,,83.0
24,"Swallow, David",16,3,11,27,2,1.0,,4.0,1.0,6.0,9.0,5.0,1.0,,,11.0,16.0,,,4.0,,,80.0
16,"Thompson, Rory",3,2,2,5,,,1.0,4.0,1.0,,,2.0,,1.0,,2.0,3.0,,,7.0,,,96.0
28,"Witts, Jarrod",8,2,6,14,,,45.0,2.0,2.0,3.0,5.0,3.0,1.0,,,10.0,4.0,2.0,1.0,4.0,,,91.0
30,"Wright, Peter",5,1,8,13,1,1.0,4.0,1.0,,2.0,,2.0,,,,3.0,8.0,1.0,1.0,5.0,,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,88,185,411,18,10.0,50.0,64.0,39.0,60.0,56.0,53.0,19.0,12.0,6.0,154.0,255.0,9.0,14.0,55.0,13.0,14.0,
Opposition,Opposition,179,66,161,340,14,15.0,50.0,64.0,39.0,56.0,31.0,38.0,12.0,19.0,,142.0,206.0,8.0,14.0,55.0,4.0,11.0,
