Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Bowey, Jake",12,8,10,22,,,,1.0,1.0,2.0,3.0,1.0,,1.0,,12.0,11.0,,,,,1.0,83.0
37,"Chandler, Kade",7,2,4,11,1,1.0,,,,4.0,1.0,1.0,,,,4.0,7.0,,,,,1.0,88.0
31 ↑,"Fritsch, Bayley",5,4,2,7,1,1.0,,2.0,1.0,,1.0,1.0,,,,3.0,4.0,1.0,1.0,2.0,,1.0,37.0
11,"Gawn, Max",12,7,10,22,,,46.0,,2.0,4.0,8.0,5.0,3.0,3.0,3.0,15.0,7.0,3.0,,2.0,,,87.0
42,"Johnson, Aidan",4,,1,5,1,,7.0,2.0,1.0,,2.0,1.0,,,,4.0,,,,,,,56.0
15,"Langdon, Ed",10,6,15,25,1,,,3.0,1.0,1.0,2.0,5.0,,1.0,,9.0,16.0,,1.0,2.0,,2.0,78.0
19,"Langford, Harvey",11,7,8,19,,,,1.0,2.0,2.0,,4.0,,,,,17.0,,,1.0,,,79.0
20,"Lindsay, Xavier",14,6,5,19,,1.0,,2.0,3.0,3.0,,2.0,2.0,1.0,,2.0,17.0,,,,,1.0,80.0
1,"May, Steven",14,8,1,15,,,,1.0,5.0,1.0,,1.0,,1.0,,1.0,9.0,1.0,,7.0,,,96.0
25,"McDonald, Tom",12,6,4,16,1,,,2.0,2.0,1.0,,1.0,1.0,,,5.0,8.0,,,5.0,,,100.0
4,"McVee, Judd",11,6,2,13,,,,1.0,2.0,,,1.0,2.0,,,2.0,10.0,,,3.0,,,87.0
18,"Melksham, Jake",11,7,,11,4,1.0,,3.0,,2.0,,3.0,,2.0,,4.0,7.0,2.0,4.0,,,2.0,86.0
13,"Oliver, Clayton",8,3,15,23,1,,,3.0,1.0,5.0,7.0,1.0,1.0,,,13.0,12.0,,,2.0,,,85.0
5,"Petracca, Christian",13,2,18,31,,1.0,,2.0,1.0,7.0,9.0,6.0,,2.0,2.0,12.0,19.0,,1.0,,,2.0,87.0
35,"Petty, Harry",8,7,2,10,,2.0,,2.0,,4.0,,2.0,1.0,1.0,,4.0,6.0,2.0,2.0,1.0,,,71.0
36,"Pickett, Kysaiah",14,5,7,21,2,4.0,,3.0,1.0,3.0,3.0,1.0,2.0,,,8.0,12.0,1.0,3.0,1.0,1.0,,84.0
24,"Rivers, Trent",14,4,10,24,1,1.0,,1.0,3.0,6.0,4.0,2.0,,,,10.0,15.0,,,1.0,,1.0,66.0
3,"Salem, Christian",17,8,3,20,,,,1.0,7.0,3.0,2.0,1.0,,,,4.0,13.0,,,,,,87.0
30 ↓,"Sharp, Harry",5,4,5,10,,1.0,,,,,,1.0,,,,1.0,9.0,,2.0,,,,52.0
9,"Spargo, Charlie",5,3,8,13,,,,3.0,,3.0,1.0,4.0,,,,7.0,7.0,,1.0,2.0,,,82.0
32,"Sparrow, Tom",9,2,7,16,1,,,4.0,,6.0,1.0,3.0,1.0,,,7.0,7.0,1.0,1.0,,,,83.0
10,"Turner, Daniel",6,1,5,11,,,,1.0,3.0,,,,,,,8.0,3.0,,,8.0,,,79.0
6,"Windsor, Caleb",6,3,,6,,,,3.0,2.0,1.0,,2.0,,,,,6.0,,,2.0,,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,228,109,142,370,14,15.0,53.0,41.0,38.0,58.0,44.0,49.0,13.0,12.0,5.0,135.0,222.0,11.0,16.0,39.0,1.0,11.0,
Opposition,Opposition,215,101,168,383,13,10.0,17.0,39.0,43.0,53.0,39.0,51.0,12.0,13.0,1.0,117.0,255.0,5.0,11.0,47.0,2.0,10.0,
