Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",18y 281d,10 (4-0-6 40.00%),9 (0.90),←,
39,"Davis, Ryan",27y 39d,27 (8-0-19 29.63%),15 (0.56),13 (5-0-8 38.46%),11 (0.85)
12,"Day, Sam",23y 314d,92 (28-1-63 30.98%),57 (0.62),←,
41,"Garlett, Jarrod",20y 74d,12 (3-0-9 25.00%),7 (0.58),←,
2,"Grant, Jarrad",27y 10d,88 (42-0-46 47.73%),90 (1.02),7 (0-0-7 0.00%),7 (1.00)
33,"Hall, Aaron",25y 250d,75 (27-1-47 36.67%),63 (0.84),←,
14,"Hallahan, Mitch",23y 328d,20 (4-0-16 20.00%),5 (0.25),14 (1-0-13 7.14%),3 (0.21)
5,"Harbrow, Jarrod",27y 364d,179 (71-2-106 40.22%),51 (0.28),109 (31-1-77 28.90%),30 (0.28)
38,"Joyce, Jesse",18y 334d,6 (2-0-4 33.33%),,←,
28,"Kolodjashnij, Kade",20y 342d,53 (15-1-37 29.25%),10 (0.19),←,
37,"Lonergan, Jesse",21y 245d,44 (11-1-32 26.14%),5 (0.11),←,
19,"Lynch, Tom",23y 259d,96 (27-1-68 28.65%),175 (1.82),←,
7,"Malceski, Nick",31y 336d,208 (124-3-81 60.34%),74 (0.36),32 (8-1-23 26.56%),7 (0.22)
4,"Martin, Jack",21y 169d,38 (12-1-25 32.89%),33 (0.87),←,
32,"Matera, Brandon",24y 127d,85 (25-1-59 30.00%),95 (1.12),←,
17,"May, Steven",24y 188d,82 (27-1-54 33.54%),17 (0.21),←,
11,"Miller, Touk",20y 145d,34 (7-1-26 22.06%),10 (0.29),←,
22,"Nicholls, Tom",24y 134d,42 (14-1-27 34.52%),6 (0.14),←,
6,"Sexton, Alex",22y 226d,50 (14-0-36 28.00%),29 (0.58),←,
26,"Shaw, Matt",24y 162d,94 (25-1-68 27.13%),31 (0.33),←,
16,"Thompson, Rory",25y 126d,73 (23-1-49 32.19%),7 (0.10),←,
30,"Wright, Peter",19y 312d,14 (2-0-12 14.29%),20 (1.43),←,
Totals,Totals,23y 217d,1422 (515-17-890 36.22%),809 (0.57),,
C,"Eade, Rodney",58y 103d,352 (178-5-169 51.28%),,38 (9-1-28 25.00%),
