Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",29y 351d,143 (84-1-58 59.09%),225 (1.57),←,
36,"Cox, Brennan",18y 323d,3 (0-0-3 0.00%),1 (0.33),←,
17,"Crozier, Hayden",23y 190d,62 (29-0-33 46.77%),40 (0.65),←,
4,"Darcy, Sean",19y 20d,2 (0-0-2 0.00%),1 (0.50),←,
7,"Fyfe, Nat",25y 287d,130 (78-1-51 60.38%),114 (0.88),←,
28,"Grey, Brady",21y 347d,14 (6-0-8 42.86%),8 (0.57),←,
21,"Hamling, Joel",24y 84d,37 (22-0-15 59.46%),,14 (6-0-8 42.86%),
9,"Hill, Bradley",23y 358d,109 (80-0-29 73.39%),70 (0.64),14 (6-0-8 42.86%),12 (0.86)
15,"Hughes, Ethan",22y 207d,16 (6-0-10 37.50%),,←,
37,"Johnson, Michael",32y 255d,223 (121-1-101 54.48%),65 (0.29),←,
2,"Logue, Griffin",19y 80d,6 (3-0-3 50.00%),1 (0.17),←,
23,"McCarthy, Cam",22y 92d,35 (18-0-17 51.43%),53 (1.51),14 (6-0-8 42.86%),17 (1.21)
16,"Mundy, David",31y 347d,265 (142-1-122 53.77%),107 (0.40),←,
27,"Neale, Lachie",24y 39d,106 (55-0-51 51.89%),56 (0.53),←,
38,"Ryan, Luke",21y 146d,4 (0-0-4 0.00%),,←,
31,"Sandilands, Aaron",34y 208d,254 (142-0-112 55.91%),92 (0.36),←,
11,"Sheridan, Tom",23y 247d,66 (34-0-32 51.52%),20 (0.30),←,
34,"Spurr, Lee",29y 340d,118 (72-1-45 61.44%),5 (0.04),←,
8,"Suban, Nick",27y 54d,148 (78-1-69 53.04%),58 (0.39),←,
18,"Tucker, Darcy",20y 160d,23 (7-0-16 30.43%),8 (0.35),←,
10,"Walters, Michael",26y 176d,108 (59-1-48 55.09%),194 (1.80),←,
14,"Weller, Lachie",21y 129d,39 (12-0-27 30.77%),17 (0.44),←,
Totals,Totals,24y 285d,1911 (1048-7-856 54.84%),1135 (0.59),,
C,"Lyon, Ross",50y 236d,254 (153-5-96 61.22%),,133 (77-1-55 58.27%),
