Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Amon, Karl",28y 238d,150 (79-0-71 52.67%),65 (0.43),26 (6-0-20 23.08%),10 (0.38)
30,"Butler, Sam",21y 63d,19 (5-0-14 26.32%),12 (0.63),←,
18,"Chol, Mabior",27y 75d,66 (32-1-33 49.24%),84 (1.27),5 (0-0-5 0.00%),6 (1.20)
16,"DAmbrosio, Massimo",20y 313d,21 (9-0-12 42.86%),5 (0.24),5 (0-0-5 0.00%),
8,"Frost, Sam",30y 229d,164 (56-2-106 34.76%),9 (0.05),73 (20-2-51 28.77%),1 (0.01)
33,"Ginnivan, Jack",21y 126d,47 (31-0-16 65.96%),64 (1.36),5 (0-0-5 0.00%),6 (1.20)
15,"Hardwick, Blake",27y 68d,152 (63-2-87 42.11%),13 (0.09),←,
44,"Hustwaite, Henry",19y 268d,5 (0-0-5 0.00%),2 (0.40),←,
4,"Impey, Jarman",28y 279d,177 (80-0-97 45.20%),61 (0.34),102 (40-0-62 39.22%),27 (0.26)
31,"Macdonald, Connor",21y 91d,46 (14-0-32 30.43%),24 (0.52),←,
28,"Mackenzie, Cam",20y 83d,19 (5-0-14 26.32%),5 (0.26),←,
32,"Maginness, Finn",23y 50d,36 (11-0-25 30.56%),7 (0.19),←,
17,"Meek, Lloyd",25y 357d,34 (14-0-20 41.18%),6 (0.18),19 (5-0-14 26.32%),3 (0.16)
40,"Mitchell, Seamus",21y 285d,16 (4-0-12 25.00%),,←,
13,"Moore, Dylan",24y 253d,80 (24-1-55 30.63%),81 (1.01),←,
11,"Nash, Conor",25y 260d,78 (29-1-48 37.82%),16 (0.21),←,
3,"Newcombe, Jai",22y 255d,56 (18-2-36 33.93%),22 (0.39),←,
38,"Ramsden, Max",20y 360d,4 (0-0-4 0.00%),1 (0.25),←,
14,"Scrimshaw, Jack",25y 222d,88 (28-1-59 32.39%),11 (0.13),84 (28-1-55 33.93%),11 (0.13)
6,"Sicily, James",29y 98d,139 (65-1-73 47.12%),61 (0.44),←,
25,"Ward, Josh",20y 240d,35 (11-0-24 31.43%),4 (0.11),←,
23,"Weddle, Josh",19y 324d,22 (6-0-16 27.27%),5 (0.23),←,
5,"Worpel, James",25y 80d,107 (39-2-66 37.38%),41 (0.38),←,
Totals,Totals,24y 10d,1561 (623-13-925 39.91%),599 (0.38),,
C,"Mitchell, Sam",41y 184d,50 (15-0-35 30.00%),,←,
