Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",30y 204d,161 (108-2-51 67.70%),181 (1.12),←,
16,"Barnard, Paul",29y 107d,126 (88-0-38 69.84%),61 (0.48),115 (85-0-30 73.91%),57 (0.50)
32,"Blumfield, Justin",24y 188d,117 (81-0-36 69.23%),82 (0.70),←,
23,"Bolton, Mark",23y 58d,24 (16-0-8 66.67%),8 (0.33),←,
33,"Caracella, Blake",25y 77d,112 (79-0-33 70.54%),137 (1.22),←,
31,"Fletcher, Dustin",27y 24d,182 (127-3-52 70.60%),59 (0.32),←,
15,"Forster-Knight, Robert",20y 55d,19 (12-0-7 63.16%),,←,
38,"Harvey, Shane",19y 148d,5 (3-0-2 60.00%),5 (1.00),←,
26,"Heffernan, Chris",23y 122d,84 (61-0-23 72.62%),32 (0.38),←,
21,"Jacobs, Danny",21y 340d,43 (33-0-10 76.74%),13 (0.30),←,
14,"Johnson, Jason",24y 126d,74 (58-0-16 78.38%),45 (0.61),←,
1,"Johnson, Mark",24y 8d,72 (60-0-12 83.33%),19 (0.26),←,
25,"Lucas, Scott",24y 152d,122 (82-0-40 67.21%),192 (1.57),←,
10,"McVeigh, Mark",21y 125d,43 (31-0-12 72.09%),23 (0.53),←,
2,"Mercuri, Mark",28y 99d,179 (121-3-55 68.44%),230 (1.28),←,
29,"Moorcroft, Gary",26y 45d,83 (60-0-23 72.29%),91 (1.10),←,
11,"Peverill, Damien",22y 323d,16 (12-0-4 75.00%),7 (0.44),←,
9,"Ramanauskas, Adam",21y 193d,61 (49-0-12 80.33%),33 (0.54),←,
40,"Reynolds, Joel",17y 360d,5 (3-0-2 60.00%),3 (0.60),←,
4,"Salmon, Paul",37y 131d,313 (168-4-141 54.31%),552 (1.76),213 (126-2-85 59.62%),511 (2.40)
6,"Wellman, Sean",27y 253d,166 (102-2-62 62.05%),30 (0.18),132 (89-1-42 67.80%),21 (0.16)
41,"Welsh, Andrew",19y 109d,4 (3-0-1 75.00%),,←,
Totals,Totals,24y 197d,2011 (1357-14-640 67.48%),1803 (0.90),,
C,"Sheedy, Kevin",54y 158d,507 (331-5-171 65.78%),,←,
