Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",12,6,11,23,,,,1.0,3.0,2.0,,,1.0,,,4.0,17.0,,,1.0,,,83.0
30,"Brand, Kaiden",9,4,5,14,,,,2.0,2.0,2.0,,2.0,2.0,1.0,,4.0,10.0,,,3.0,,1.0,92.0
22,"Breust, Luke",12,4,2,14,6,,,4.0,,4.0,1.0,2.0,,,1.0,9.0,7.0,,2.0,3.0,,,80.0
9,"Burgoyne, Shaun",10,2,9,19,,,,2.0,1.0,4.0,3.0,2.0,1.0,1.0,,9.0,11.0,,,2.0,,2.0,83.0
18,"Ceglar, Jonathon",9,5,6,15,1,,20.0,2.0,1.0,3.0,3.0,5.0,1.0,3.0,,7.0,8.0,,2.0,2.0,,1.0,78.0
8,"Duryea, Taylor",11,3,6,17,,,,3.0,5.0,1.0,1.0,3.0,1.0,1.0,,2.0,14.0,,,2.0,1.0,1.0,81.0
6,"Gibson, Josh",10,6,9,19,,,,4.0,2.0,2.0,2.0,3.0,,1.0,,7.0,11.0,1.0,,15.0,,1.0,100.0
19,"Gunston, Jack",11,9,4,15,4,1.0,,4.0,,,1.0,2.0,,2.0,2.0,6.0,9.0,4.0,4.0,2.0,,,96.0
4,"Hartung, Billy",13,8,15,28,1,,,2.0,3.0,2.0,1.0,2.0,1.0,2.0,,3.0,24.0,,,,1.0,,78.0
10,"Hill, Bradley",12,3,3,15,1,,,3.0,,4.0,,2.0,1.0,1.0,,1.0,14.0,,,1.0,,2.0,79.0
41,"Howe, Daniel",8,5,8,16,,,,2.0,1.0,2.0,1.0,3.0,2.0,,,5.0,12.0,,,2.0,,,76.0
29,"Langford, Will",8,1,6,14,,1.0,3.0,5.0,1.0,2.0,5.0,3.0,,2.0,,10.0,4.0,,,1.0,,2.0,76.0
3,"Lewis, Jordan",18,5,10,28,1,,,7.0,2.0,4.0,7.0,4.0,,2.0,3.0,9.0,17.0,,1.0,3.0,,,86.0
36,"Lovell, Kieran",10,3,8,18,,,,,,6.0,5.0,2.0,,2.0,,9.0,9.0,,,,,1.0,73.0
7,"McEvoy, Ben",3,5,10,13,,,19.0,1.0,,1.0,,3.0,2.0,2.0,,6.0,7.0,1.0,2.0,3.0,,,61.0
23,"OBrien, Tim",5,3,6,11,,,,2.0,,,,1.0,1.0,,,6.0,4.0,,,2.0,,1.0,67.0
28,"Puopolo, Paul",8,3,7,15,3,3.0,,4.0,,2.0,1.0,2.0,,2.0,,11.0,5.0,1.0,3.0,1.0,,,83.0
33,"Rioli, Cyril",11,5,6,17,1,,,8.0,,5.0,2.0,4.0,2.0,2.0,,7.0,11.0,,2.0,1.0,,3.0,81.0
26,"Shiels, Liam",11,1,5,16,1,,1.0,16.0,2.0,4.0,4.0,3.0,,2.0,,6.0,8.0,,,,2.0,1.0,90.0
21,"Sicily, James",9,9,2,11,1,,,,1.0,1.0,,3.0,1.0,1.0,,4.0,7.0,2.0,1.0,,,,78.0
16,"Smith, Isaac",17,5,8,25,1,1.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,,5.0,20.0,,,1.0,,,86.0
24,"Stratton, Ben",6,5,10,16,,,,3.0,2.0,,,2.0,2.0,1.0,,7.0,10.0,1.0,,5.0,1.0,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,100,156,379,21,10.0,45.0,76.0,28.0,55.0,40.0,56.0,19.0,29.0,6.0,137.0,239.0,10.0,17.0,50.0,5.0,16.0,
Opposition,Opposition,170,64,137,307,13,12.0,47.0,74.0,32.0,44.0,40.0,52.0,29.0,19.0,,142.0,166.0,9.0,19.0,47.0,4.0,9.0,
