Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Baker, Oskar",10,5,5,15,,,,1.0,,2.0,4.0,1.0,1.0,,,8.0,10.0,,,3.0,,,71.0
4,"Bontempelli, Marcus",16,1,11,27,,,,11.0,,8.0,9.0,6.0,2.0,1.0,,14.0,17.0,,,3.0,,,82.0
31,"Dale, Bailey",15,2,12,27,,1.0,,2.0,4.0,5.0,4.0,2.0,,1.0,1.0,10.0,14.0,,,3.0,,,88.0
35,"Daniel, Caleb",16,3,9,25,1,,,6.0,1.0,5.0,8.0,1.0,1.0,,,9.0,14.0,,,,1.0,,85.0
15,"Duryea, Taylor",7,4,6,13,,,,1.0,1.0,2.0,,2.0,1.0,1.0,,7.0,6.0,,,3.0,,,78.0
44,"English, Tim",11,8,6,17,,1.0,22.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,5.0,13.0,,1.0,3.0,1.0,,86.0
43,"Gardner, Ryan",8,3,4,12,,,,,3.0,1.0,,2.0,3.0,1.0,,8.0,6.0,,,19.0,,,100.0
29 ↑,"Hannan, Mitch",2,,1,3,,,,,,1.0,,1.0,,,,,2.0,,,,,,18.0
32,"Jones, Arthur",3,2,10,13,,1.0,,4.0,,,,3.0,,2.0,,3.0,10.0,,,1.0,1.0,1.0,77.0
19,"Jones, Liam",14,10,,14,,,,,7.0,3.0,,3.0,,1.0,,4.0,10.0,2.0,,9.0,,1.0,100.0
21,"Liberatore, Tom",10,2,7,17,,,,7.0,1.0,3.0,5.0,2.0,1.0,1.0,,8.0,9.0,,,,,,81.0
7,"Lobb, Rory",5,3,9,14,,1.0,10.0,2.0,,2.0,1.0,1.0,1.0,,,7.0,7.0,1.0,3.0,6.0,,1.0,84.0
11,"Macrae, Jack",15,4,18,33,,,,8.0,2.0,7.0,3.0,2.0,1.0,1.0,,11.0,22.0,,,1.0,,,82.0
30 ↓,"McNeil, Lachlan",3,3,3,6,,,,2.0,,1.0,1.0,2.0,,,,3.0,4.0,,,1.0,,,55.0
33,"Naughton, Aaron",7,4,6,13,1,2.0,,,,2.0,1.0,3.0,2.0,1.0,,9.0,5.0,2.0,2.0,1.0,,,85.0
22,"OBrien, Tim",13,6,3,16,,,,2.0,6.0,2.0,,2.0,,,,4.0,12.0,,,3.0,,,82.0
18,"ODonnell, James",6,5,4,10,,,,1.0,,1.0,,3.0,,,,1.0,9.0,,,3.0,,,68.0
20,"Richards, Ed",12,4,5,17,,,,1.0,4.0,3.0,2.0,5.0,1.0,2.0,,8.0,10.0,,,2.0,,,85.0
28,"Scott, Anthony",6,3,5,11,1,,,1.0,,2.0,,3.0,1.0,,,4.0,7.0,,1.0,1.0,,1.0,79.0
6,"Smith, Bailey",8,2,15,23,1,1.0,,,,3.0,2.0,3.0,,,,7.0,16.0,,,1.0,,,82.0
2,"Ugle-Hagan, Jamarra",11,9,1,12,3,1.0,1.0,1.0,,4.0,,2.0,1.0,,,3.0,9.0,,4.0,,,,86.0
3,"Weightman, Cody",9,1,1,10,2,1.0,,3.0,1.0,3.0,,3.0,4.0,,,4.0,5.0,,1.0,1.0,,1.0,66.0
34,"Williams, Bailey",8,3,9,17,2,,,3.0,1.0,4.0,1.0,1.0,,,,4.0,13.0,,,,,1.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,87,150,365,11,11.0,33.0,57.0,34.0,66.0,42.0,55.0,22.0,13.0,1.0,141.0,230.0,5.0,12.0,64.0,3.0,6.0,
Opposition,Opposition,237,62,85,322,13,6.0,55.0,71.0,55.0,48.0,42.0,79.0,13.0,22.0,5.0,158.0,147.0,9.0,8.0,54.0,1.0,9.0,
