Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",26y 219d,104 (63-0-41 60.58%),48 (0.46),←,
10,"Boak, Travis",33y 237d,308 (159-1-148 51.79%),188 (0.61),←,
26,"Bonner, Riley",25y 19d,67 (43-0-24 64.18%),10 (0.15),←,
3,"Burton, Ryan",25y 54d,97 (58-1-38 60.31%),9 (0.09),50 (33-0-17 66.00%),4 (0.08)
18,"Butters, Zak",21y 199d,50 (31-0-19 62.00%),31 (0.62),←,
33,"Byrne-Jones, Darcy",26y 187d,131 (78-0-53 59.54%),6 (0.05),←,
28,"Drew, Willem",23y 176d,36 (23-0-13 63.89%),7 (0.19),←,
7,"Duursma, Xavier",21y 262d,48 (32-0-16 66.67%),21 (0.44),←,
11,"Finlayson, Jeremy",26y 45d,68 (36-3-29 55.15%),90 (1.32),2 (0-0-2 0.00%),
19,"Georgiades, Mitch",20y 179d,30 (21-0-9 70.00%),41 (1.37),←,
5,"Houston, Dan",24y 318d,102 (65-0-37 63.73%),21 (0.21),←,
1,"Jonas, Tom",31y 76d,184 (104-1-79 56.79%),1 (0.01),←,
34,"Jones, Lachie",19y 351d,8 (5-0-3 62.50%),1 (0.13),←,
29,"Lycett, Scott",29y 181d,130 (85-0-45 65.38%),60 (0.46),55 (37-0-18 67.27%),15 (0.27)
4,"Marshall, Todd",23y 169d,57 (41-0-16 71.93%),58 (1.02),←,
12,"McKenzie, Trent",29y 357d,141 (55-0-86 39.01%),23 (0.16),35 (26-0-9 74.29%),1 (0.03)
44,"Mead, Jackson",20y 177d,2 (0-0-2 0.00%),,←,
6,"Motlop, Steven",31y 14d,205 (132-2-71 64.88%),221 (1.08),70 (42-0-28 60.00%),46 (0.66)
2,"Powell-Pepper, Sam",24y 77d,94 (59-0-35 62.77%),52 (0.55),←,
20,"Rozee, Connor",22y 63d,61 (39-0-22 63.93%),61 (1.00),←,
8,"Sinn, Josh",19y 78d,1 (0-0-1 0.00%),,←,
31,"Skinner, Sam",24y 270d,4 (1-0-3 25.00%),3 (0.75),1 (0-0-1 0.00%),
16,"Wines, Ollie",27y 170d,184 (108-0-76 58.70%),81 (0.44),←,
Totals,Totals,25y 57d,2112 (1238-8-866 58.62%),1033 (0.49),,
C,"Hinkley, Ken",55y 177d,204 (121-0-83 59.31%),,←,
