Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",19y 131d,17 (5-0-12 29.41%),16 (0.94),←,
5,"Boyd, Matthew",32y 220d,240 (109-2-129 45.83%),82 (0.34),←,
17,"Boyd, Tom",19y 225d,10 (4-0-6 40.00%),9 (0.90),1 (1-0-0 100.00%),1 (1.00)
8,"Crameri, Stewart",26y 237d,80 (39-1-40 49.38%),133 (1.66),23 (8-0-15 34.78%),37 (1.61)
6,"Dahlhaus, Luke",22y 226d,72 (25-0-47 34.72%),70 (0.97),←,
29,"Dickson, Tory",27y 190d,35 (11-0-24 31.43%),50 (1.43),←,
44,"Goodes, Brett",31y 46d,16 (5-0-11 31.25%),2 (0.13),←,
1,"Grant, Jarrad",25y 272d,63 (30-0-33 47.62%),72 (1.14),←,
22,"Honeychurch, Mitch",20y 33d,4 (3-0-1 75.00%),2 (0.50),←,
39,"Johannisen, Jason",22y 147d,28 (8-0-20 28.57%),7 (0.25),←,
46,"Jong, Lin",21y 304d,11 (3-0-8 27.27%),4 (0.36),←,
11,"Macrae, Jack",20y 244d,35 (12-0-23 34.29%),12 (0.34),←,
27,"Minson, Will",29y 358d,180 (85-1-94 47.50%),77 (0.43),←,
38,"Morris, Dale",32y 96d,194 (101-2-91 52.58%),3 (0.02),←,
2,"Murphy, Robert",32y 299d,272 (116-4-152 43.38%),171 (0.63),←,
42,"Picken, Liam",28y 246d,130 (56-0-74 43.08%),34 (0.26),←,
43,"Redpath, Jack",24y 112d,4 (2-0-2 50.00%),3 (0.75),←,
23,"Roughead, Jordan",24y 152d,73 (27-0-46 36.99%),12 (0.16),←,
9,"Stringer, Jake",20y 344d,29 (10-0-19 34.48%),41 (1.41),←,
32,"Talia, Michael",22y 52d,17 (4-0-13 23.53%),1 (0.06),←,
3,"Wallis, Mitch",22y 162d,57 (19-0-38 33.33%),15 (0.26),←,
10,"Wood, Easton",25y 212d,66 (29-0-37 43.94%),8 (0.12),←,
Totals,Totals,25y 63d,1633 (703-10-920 43.05%),824 (0.50),,
C,"Beveridge, Luke",44y 224d,1 (1-0-0 100.00%),,←,
