Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",24y 6d,49 (31-0-18 63.27%),31 (0.63),←,
8,"Bewick, Darren",22y 272d,39 (24-0-15 61.54%),65 (1.67),←,
23,"Cransberg, Peter",22y 295d,8 (5-0-3 62.50%),6 (0.75),←,
6,"Daniher, Anthony",27y 119d,174 (87-0-87 50.00%),74 (0.43),59 (38-0-21 64.41%),12 (0.20)
5,"Daniher, Terry",32y 278d,274 (168-3-103 61.86%),448 (1.64),255 (158-2-95 62.35%),426 (1.67)
15,"Ezard, Alan",27y 35d,130 (87-0-43 66.92%),175 (1.35),←,
29,"Grenvold, David",24y 75d,18 (14-0-4 77.78%),3 (0.17),←,
16,"Hamilton, Paul",22y 335d,78 (41-1-36 53.21%),6 (0.08),←,
9,"Kickett, Derek",27y 226d,20 (10-0-10 50.00%),21 (1.05),8 (5-0-3 62.50%),9 (1.13)
4,"Long, Michael",20y 231d,32 (22-0-10 68.75%),27 (0.84),←,
27,"Madden, Simon",32y 141d,331 (195-2-134 59.21%),503 (1.52),←,
41,"Manning, Andrew",23y 178d,42 (11-0-31 26.19%),32 (0.76),11 (6-0-5 54.55%),9 (0.82)
12,"OBrien, Craig",20y 78d,6 (3-0-3 50.00%),4 (0.67),←,
10,"ODonnell, Gary",25y 8d,54 (34-0-20 62.96%),11 (0.20),←,
3,"Salmon, Paul",25y 120d,112 (67-1-44 60.27%),266 (2.38),←,
17,"Sporn, Kieran",23y 265d,26 (18-0-8 69.23%),28 (1.08),←,
26,"Thompson, Mark",26y 182d,102 (68-1-33 67.16%),28 (0.27),←,
18,"Vander Haar, Paul",32y 74d,188 (115-2-71 61.70%),264 (1.40),←,
30,"Walsh, Kevin",28y 100d,155 (100-1-54 64.84%),20 (0.13),←,
32,"Watson, Tim",28y 311d,252 (156-3-93 62.50%),277 (1.10),←,
Totals,Totals,25y 331d,2090 (1256-14-820 60.10%),2289 (1.10),,
C,"Sheedy, Kevin",42y 147d,221 (147-1-73 66.74%),,←,
