Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",24y 283d,115 (47-1-67 41.30%),60 (0.52),←,
5,"Broadbent, Matthew",22y 283d,62 (19-1-42 31.45%),35 (0.56),←,
27,"Carlile, Alipate",26y 11d,117 (45-1-71 38.89%),4 (0.03),←,
30,"Colquhoun, Sam",18y 142d,1 (0-0-1 0.00%),,←,
18,"Cornes, Kane",30y 126d,252 (126-2-124 50.40%),88 (0.35),←,
7,"Ebert, Brad",23y 39d,105 (38-1-66 36.67%),51 (0.49),29 (10-1-18 36.21%),18 (0.62)
9,"Gray, Robbie",25y 42d,74 (27-0-47 36.49%),106 (1.43),←,
8,"Hartlett, Hamish",22y 270d,53 (17-1-35 33.02%),27 (0.51),←,
3,"Heath, Campbell",22y 40d,9 (5-0-4 55.56%),1 (0.11),7 (5-0-2 71.43%),1 (0.14)
42,"Jonas, Tom",22y 122d,20 (7-1-12 37.50%),,←,
37,"Mitchell, Kane",23y 161d,5 (3-0-2 60.00%),3 (0.60),←,
6,"Monfries, Angus",26y 112d,157 (63-3-91 41.08%),174 (1.11),7 (5-0-2 71.43%),9 (1.29)
26,"Moore, Andrew",21y 346d,26 (10-0-16 38.46%),7 (0.27),←,
32,"Neade, Jake",18y 347d,7 (5-0-2 71.43%),7 (1.00),←,
13,"OShea, Cameron",21y 59d,29 (9-0-20 31.03%),5 (0.17),←,
34,"Redden, Jarrad",22y 135d,12 (4-1-7 37.50%),1 (0.08),←,
28,"Schulz, Jay",28y 23d,125 (44-3-78 36.40%),180 (1.44),54 (20-1-33 37.96%),122 (2.26)
15,"Stevenson, Lewis",23y 285d,17 (8-0-9 47.06%),2 (0.12),7 (5-0-2 71.43%),
43,"Stewart, Daniel",24y 193d,36 (7-0-29 19.44%),31 (0.86),←,
39,"Westhoff, Justin",26y 222d,118 (46-1-71 39.41%),157 (1.33),←,
16,"Wines, Ollie",18y 216d,7 (5-0-2 71.43%),4 (0.57),←,
20,"Wingard, Chad",19y 286d,26 (10-1-15 40.38%),24 (0.92),←,
Totals,Totals,23y 120d,1373 (545-17-811 39.69%),967 (0.70),,
C,"Hinkley, Ken",46y 223d,6 (5-0-1 83.33%),,←,
