St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",24y 295d,91 (44-0-47 48.35%),27 (0.30),←,
16,"Butler, Dan",27y 20d,119 (68-0-51 57.14%),141 (1.18),74 (37-0-37 50.00%),88 (1.19)
13,"Byrnes, Ryan",22y 51d,42 (24-0-18 57.14%),11 (0.26),←,
47,"Caminiti, Anthony",19y 196d,11 (6-0-5 54.55%),13 (1.18),←,
5,"Crouch, Brad",29y 160d,150 (76-0-74 50.67%),51 (0.34),55 (28-0-27 50.91%),17 (0.31)
4,"Gresham, Jade",25y 303d,126 (59-1-66 47.22%),127 (1.01),←,
22,"Higgins, Jack",24y 96d,94 (55-1-38 59.04%),112 (1.19),51 (25-0-26 49.02%),83 (1.63)
8,"Hill, Bradley",29y 349d,225 (134-0-91 59.56%),94 (0.42),76 (40-0-36 52.63%),15 (0.20)
20,"Howard, Dougal",27y 90d,116 (59-0-57 50.86%),15 (0.13),71 (36-0-35 50.70%),1 (0.01)
12,"King, Max",22y 351d,65 (31-0-34 47.69%),125 (1.92),←,
19,"Marshall, Rowan",27y 211d,100 (47-0-53 47.00%),46 (0.46),←,
10,"Owens, Mitch",19y 272d,20 (10-0-10 50.00%),18 (0.90),←,
33,"Paton, Ben",24y 247d,67 (33-0-34 49.25%),4 (0.06),←,
25,"Phillipou, Mattaes",18y 178d,14 (8-0-6 57.14%),8 (0.57),←,
43,"Sharman, Cooper",22y 333d,21 (10-0-11 47.62%),16 (0.76),←,
35,"Sinclair, Jack",28y 131d,155 (68-1-86 44.19%),52 (0.34),←,
9,"Steele, Jack",27y 192d,148 (65-1-82 44.26%),56 (0.38),131 (57-1-73 43.89%),47 (0.36)
14,"Stocker, Liam",23y 151d,42 (16-0-26 38.10%),2 (0.05),14 (8-0-6 57.14%),
7,"Wanganeen-Milera, Nasiah",20y 121d,31 (16-0-15 51.61%),3 (0.10),←,
29,"Webster, Jimmy",29y 360d,140 (55-1-84 39.64%),4 (0.03),←,
44,"Wilkie, Callum",27y 105d,99 (49-0-50 49.49%),1 (0.01),←,
17,"Windhager, Marcus",20y 38d,27 (14-0-13 51.85%),6 (0.22),←,
32,"Wood, Mason",29y 283d,107 (55-0-52 51.40%),106 (0.99),42 (25-0-17 59.52%),30 (0.71)
Totals,Totals,24y 340d,2010 (1002-5-1003 49.85%),1038 (0.52),,
C,"Lyon, Ross",56y 227d,319 (180-5-134 57.21%),,135 (84-4-47 63.70%),
