Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16 ↑,"Aarts, Jake",3,1,1,4,,1.0,,2.0,,2.0,2.0,,1.0,,,2.0,2.0,,,,,1.0,12.0
12,"Astbury, David",12,13,8,20,,,,2.0,3.0,,,3.0,1.0,2.0,,5.0,14.0,1.0,,4.0,,,98.0
7,"Baker, Liam",9,5,3,12,,1.0,,1.0,2.0,3.0,1.0,2.0,,1.0,,4.0,8.0,,1.0,1.0,,2.0,81.0
29,"Bolton, Shai",11,6,3,14,2,,,2.0,,5.0,,3.0,1.0,1.0,,6.0,8.0,1.0,2.0,1.0,2.0,,91.0
11,"Castagna, Jason",6,5,5,11,1,1.0,,,,4.0,,2.0,,,,3.0,9.0,,1.0,2.0,,1.0,81.0
41,"Chol, Mabior",5,4,2,7,1,1.0,4.0,3.0,,1.0,1.0,,,,,3.0,3.0,1.0,2.0,,,,50.0
40,"Coleman-Jones, Callum",4,3,5,9,,,12.0,4.0,1.0,2.0,2.0,3.0,,3.0,,7.0,4.0,2.0,,2.0,,,68.0
26,"Collier-Dawkins, Riley",10,3,9,19,,,,1.0,2.0,3.0,5.0,2.0,,1.0,,8.0,11.0,,,1.0,,,64.0
27 ↓,"Dow, Thomson",6,3,9,15,,,,1.0,,1.0,,2.0,,,,2.0,13.0,,,1.0,,,69.0
34,"Graham, Jack",14,3,3,17,,1.0,,5.0,3.0,3.0,3.0,2.0,2.0,1.0,,8.0,11.0,,,1.0,1.0,,91.0
2,"Grimes, Dylan",12,9,9,21,,,,2.0,1.0,,1.0,2.0,2.0,1.0,,7.0,13.0,2.0,,5.0,,,88.0
19,"Lynch, Tom",13,7,3,16,3,3.0,,2.0,,2.0,,2.0,3.0,1.0,,10.0,6.0,3.0,5.0,3.0,,1.0,93.0
36,"Martyn, Will",10,5,4,14,,,,2.0,,2.0,2.0,2.0,,1.0,,4.0,10.0,,,1.0,,,77.0
33,"McIntosh, Kamdyn",10,5,6,16,,,,5.0,2.0,2.0,1.0,2.0,1.0,2.0,,5.0,12.0,,,1.0,,,83.0
46,"Miller, Ben",4,2,2,6,,,,,2.0,,,,1.0,,,5.0,3.0,,,8.0,,,93.0
37,"Parker, Matthew",6,3,3,9,,,,4.0,1.0,2.0,,3.0,,1.0,,2.0,6.0,,,2.0,,1.0,84.0
50,"Pickett, Marlion",10,8,3,13,,1.0,,,,5.0,,2.0,,,,5.0,8.0,1.0,1.0,,2.0,1.0,83.0
8,"Riewoldt, Jack",6,4,6,12,3,,,,,3.0,,3.0,,1.0,,8.0,5.0,1.0,2.0,2.0,,,93.0
17,"Rioli, Daniel",8,3,11,19,,,,3.0,1.0,1.0,1.0,,,,,6.0,12.0,,,1.0,,,75.0
5,"Ross, Jack",13,5,11,24,,,,4.0,3.0,6.0,4.0,1.0,1.0,,,11.0,12.0,1.0,,2.0,,,79.0
15,"Short, Jayden",19,9,7,26,,,,1.0,3.0,4.0,,1.0,,,,5.0,20.0,,,3.0,,,85.0
44,"Stack, Sydney",9,3,6,15,2,,,3.0,2.0,,1.0,4.0,1.0,,,5.0,11.0,1.0,1.0,2.0,,,73.0
1,"Vlastuin, Nick",10,6,10,20,,,,4.0,7.0,2.0,1.0,4.0,2.0,2.0,,6.0,12.0,,,3.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,115,129,339,12,11.0,16.0,51.0,33.0,53.0,25.0,45.0,16.0,18.0,,127.0,213.0,14.0,15.0,46.0,5.0,7.0,
Opposition,Opposition,229,112,194,423,12,11.0,42.0,47.0,40.0,47.0,36.0,43.0,18.0,16.0,6.0,129.0,292.0,6.0,9.0,44.0,6.0,6.0,
