North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",23y 205d,25 (13-0-12 52.00%),9 (0.36),15 (6-0-9 40.00%),5 (0.33)
18,"Atley, Shaun",24y 347d,154 (79-0-75 51.30%),27 (0.18),←,
50,"Brown, Ben",24y 279d,77 (42-0-35 54.55%),154 (2.00),←,
13,"Clarke, Ryan",20y 70d,21 (7-0-14 33.33%),6 (0.29),←,
10,"Cunnington, Ben",26y 57d,165 (86-0-79 52.12%),68 (0.41),←,
14,"Dumont, Trent",22y 57d,39 (11-0-28 28.21%),14 (0.36),←,
24,"Durdin, Sam",21y 81d,8 (2-0-6 25.00%),1 (0.13),←,
43,"Gibson, Sam",31y 91d,130 (69-0-61 53.08%),51 (0.39),←,
22,"Goldstein, Todd",29y 56d,190 (97-1-92 51.32%),102 (0.54),←,
6,"Hansen, Lachlan",29y 9d,151 (74-1-76 49.34%),81 (0.54),←,
4,"Higgins, Shaun",29y 175d,183 (86-1-96 47.27%),196 (1.07),54 (28-0-26 51.85%),68 (1.26)
8,"Hrovat, Nathan",23y 80d,52 (20-0-32 38.46%),28 (0.54),22 (6-0-16 27.27%),14 (0.64)
11,"McDonald, Luke",22y 198d,74 (39-0-35 52.70%),11 (0.15),←,
23,"McKay, Ben",19y 245d,1 (1-0-0 100.00%),,←,
42,"Mountford, Declan",20y 194d,12 (2-0-10 16.67%),3 (0.25),←,
17,"Mullett, Aaron",25y 184d,85 (40-0-45 47.06%),31 (0.36),←,
21,"Simpkin, Jy",19y 174d,13 (3-0-10 23.08%),9 (0.69),←,
9,"Swallow, Andrew",30y 85d,224 (110-1-113 49.33%),80 (0.36),←,
25,"Tarrant, Robbie",28y 123d,105 (50-0-55 47.62%),42 (0.40),←,
12,"Thomas, Lindsay",29y 179d,205 (99-2-104 48.78%),325 (1.59),←,
16,"Thompson, Scott",31y 109d,200 (96-2-102 48.50%),7 (0.04),←,
28,"Turner, Kayne",21y 238d,36 (19-0-17 52.78%),33 (0.92),←,
Totals,Totals,25y 64d,2150 (1045-8-1097 48.60%),1278 (0.59),,
C,"Scott, Brad",41y 115d,179 (91-0-88 50.84%),,←,
