Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
5,"Abernethy, Bruce",28y 332d,102 (60-0-42 58.82%),37 (0.36),1 (1-0-0 100.00%),
14,"Bartlett, Allan",23y 319d,2 (1-0-1 50.00%),,←,
30,"Fielke, Grantley",29y 20d,19 (6-0-13 31.58%),15 (0.79),3 (2-0-1 66.67%),
3,"Hart, Darel",27y 94d,3 (2-0-1 66.67%),2 (0.67),←,
17,"Hodges, Scott",22y 346d,2 (1-0-1 50.00%),9 (4.50),←,
19,"Hughes, Danny",27y 124d,125 (65-0-60 52.00%),23 (0.18),1 (1-0-0 100.00%),
2,"Jarman, Andrew",25y 83d,3 (2-0-1 66.67%),3 (1.00),←,
20,"Klug, John",25y 191d,3 (2-0-1 66.67%),8 (2.67),←,
13,"Lee, Scott",27y 306d,3 (2-0-1 66.67%),,←,
9,"Lindner, Bruce",29y 291d,68 (32-1-35 47.79%),143 (2.10),2 (2-0-0 100.00%),4 (2.00)
16,"Marshall, David",30y 281d,3 (2-0-1 66.67%),4 (1.33),←,
18,"Maynard, Rodney",24y 198d,3 (2-0-1 66.67%),5 (1.67),←,
10,"McDermott, Chris",27y 154d,3 (2-0-1 66.67%),2 (0.67),←,
11,"McGuinness, Tony",26y 336d,112 (52-2-58 47.32%),113 (1.01),3 (2-0-1 66.67%),5 (1.67)
1,"Negri, Romano",26y 189d,3 (2-0-1 66.67%),,←,
31,"Rowe, Stephen",25y 155d,1 (1-0-0 100.00%),1 (1.00),←,
7,"Smart, Nigel",21y 321d,3 (2-0-1 66.67%),1 (0.33),←,
28,"Smith, Darren",26y 57d,3 (2-0-1 66.67%),7 (2.33),←,
41,"Thompson, Robert",23y 167d,3 (2-0-1 66.67%),,←,
12,"Tregenza, Simon",20y 29d,3 (2-0-1 66.67%),,←,
Totals,Totals,26y 17d,467 (242-3-222 51.82%),373 (0.80),,
C,"Cornes, Graham",43y 7d,3 (2-0-1 66.67%),,←,
