Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",7,1,4,11,1,2.0,,1.0,,,,,,,,,,,,,,,
31,"Carey, Stefan",15,11,7,22,2,1.0,8.0,2.0,,,,,2.0,2.0,3.0,,,,,,,,
27,"Chapman, Wade",6,3,5,11,1,2.0,,,,,,,,,,,,,,,,,
41,"Cook, Troy",7,2,8,15,1,1.0,,1.0,,,,,,,,,,,,,,,
8,"Cresswell, Daryn",15,5,16,31,,,,3.0,,,,,,,,,,,,,,,
18,"Direen, Scott",8,2,4,12,,,,4.0,,,,,1.0,,,,,,,,,,
6,"Dunkley, Andrew",6,,,6,,,,1.0,,,,,,1.0,,,,,,,,,
12,"Dyson, Kevin",16,4,10,26,,,,1.0,,,,,,,,,,,,,,,
9,"Grant, Shannon",15,3,4,19,,,,1.0,,,,,,,,,,,,,,,
14,"Kelly, Paul",18,4,6,24,1,1.0,,1.0,,,,,1.0,,2.0,,,,,,,,
3,"Lewis, Dale",13,4,5,18,1,1.0,,3.0,,,,,2.0,1.0,1.0,,,,,,,,
4,"Lockett, Tony",4,3,1,5,3,1.0,,,,,,,1.0,3.0,,,,,,,,,
11,"Maxfield, Stuart",8,,2,10,1,,,,,,,,1.0,1.0,,,,,,,,,
13,"McPherson, Daniel",3,2,2,5,,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"OBrien, Craig",6,2,3,9,1,1.0,,,,,,,1.0,,,,,,,,,,
19,"OLoughlin, Michael",18,5,4,22,3,2.0,,,,,,,1.0,,,,,,,,,,
24,"Orchard, Mark",5,,11,16,,1.0,,3.0,,,,,1.0,,,,,,,,,,
1,"Roos, Paul",14,7,5,19,,,,,,,,,,1.0,,,,,,,,,
7,"Seymour, Brad",6,4,5,11,1,1.0,,1.0,,,,,,,,,,,,,,,
15,"Stafford, Greg",14,8,2,16,,,10.0,,,,,,1.0,3.0,,,,,,,,,
20,"Stevens, John",6,4,2,8,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,74,106,316,16,15.0,18.0,24.0,,,,,13.0,13.0,6.0,,,,,,,,
Opposition,Opposition,158,51,90,248,11,8.0,13.0,30.0,,,,,13.0,13.0,,,,,,,,,
