Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",28y 161d,169 (69-2-98 41.42%),39 (0.23),←,
4,"Aish, James",18y 168d,6 (1-0-5 16.67%),2 (0.33),←,
16,"Brown, Jonathan",32y 178d,251 (143-3-105 57.57%),586 (2.33),←,
42,"Clarke, Justin",20y 158d,20 (8-0-12 40.00%),1 (0.05),←,
26,"Cutler, Tom",19y 64d,3 (1-0-2 33.33%),1 (0.33),←,
27,"Gardiner, Darcy",18y 215d,2 (1-0-1 50.00%),,←,
6,"Green, Josh",21y 244d,38 (18-0-20 47.37%),42 (1.11),←,
11,"Hanley, Pearce",25y 161d,81 (27-0-54 33.33%),30 (0.37),←,
35,"Lester, Ryan",21y 242d,43 (18-0-25 41.86%),10 (0.23),←,
32,"Mayes, Sam",19y 340d,24 (11-0-13 45.83%),20 (0.83),←,
1,"McGuane, Luke",27y 72d,107 (37-4-66 36.45%),39 (0.36),2 (1-0-1 50.00%),
21,"Merrett, Daniel",29y 134d,156 (68-3-85 44.55%),58 (0.37),←,
22,"Paparone, Marco",19y 234d,11 (3-0-8 27.27%),7 (0.64),←,
24,"Patfull, Joel",29y 139d,167 (67-3-97 41.02%),22 (0.13),←,
31,"Polkinghorne, James",25y 94d,93 (36-1-56 39.25%),53 (0.57),←,
29,"Raines, Andrew",28y 48d,120 (43-1-76 36.25%),15 (0.13),64 (25-0-39 39.06%),14 (0.22)
30,"Redden, Jack",23y 137d,104 (38-1-65 37.02%),47 (0.45),←,
18,"Robertson, Nick",18y 326d,3 (1-0-2 33.33%),,←,
38,"Rockliff, Tom",24y 62d,88 (29-0-59 32.95%),47 (0.53),←,
28,"Taylor, Lewis",19y 67d,6 (1-0-5 16.67%),4 (0.67),←,
13,"West, Trent",26y 190d,60 (43-0-17 71.67%),27 (0.45),6 (1-0-5 16.67%),4 (0.67)
15,"Zorko, Dayne",25y 75d,44 (19-0-25 43.18%),45 (1.02),←,
Totals,Totals,23y 276d,1596 (682-18-896 42.73%),1095 (0.69),,
C,"Leppitsch, Justin",38y 206d,6 (1-0-5 16.67%),,←,
