West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
6,"Banfield, Drew",22y 124d,67 (45-0-22 67.16%),20 (0.30),←,
35,"Cousins, Ben",18y,10 (8-0-2 80.00%),18 (1.80),←,
29,"Donnelly, Andrew",23y 93d,10 (9-0-1 90.00%),16 (1.60),←,
22,"Downsborough, Ian",24y 163d,13 (8-0-5 61.54%),3 (0.23),←,
18,"Evans, Tony",27y 16d,79 (55-0-24 69.62%),66 (0.84),←,
7,"Gehrig, Fraser",20y 119d,29 (18-0-11 62.07%),28 (0.97),←,
36,"Hart, David",32y 119d,168 (106-1-61 63.39%),89 (0.53),←,
2,"Kemp, Dean",27y 134d,144 (98-2-44 68.75%),77 (0.53),←,
28,"Lewis, Chris",27y 105d,179 (113-2-64 63.69%),221 (1.23),←,
5,"Lovell, Andy",25y 338d,134 (68-1-65 51.12%),155 (1.16),13 (9-0-4 69.23%),9 (0.69)
3,"Mainwaring, Chris",30y 186d,183 (116-2-65 63.93%),79 (0.43),←,
30,"Matera, Peter",27y 88d,131 (92-1-38 70.61%),147 (1.12),←,
11,"McIntosh, Ashley",23y 254d,100 (72-0-28 72.00%),86 (0.86),←,
17,"McKenna, Guy",27y 50d,182 (119-1-62 65.66%),23 (0.13),←,
8,"Metropolis, Daniel",24y 105d,34 (20-0-14 58.82%),25 (0.74),←,
42,"Morrison, Chad",18y 93d,7 (6-0-1 85.71%),8 (1.14),←,
10,"Pyke, Don",27y 208d,128 (81-0-47 63.28%),70 (0.55),←,
21,"Schofield, Jarrad",21y 152d,18 (14-0-4 77.78%),9 (0.50),←,
16,"Symmons, Paul",22y 302d,36 (22-0-14 61.11%),7 (0.19),←,
50,"Turnbull, Ryan",24y 281d,62 (43-0-19 69.35%),17 (0.27),←,
12,"White, Mitchell",23y 94d,86 (56-1-29 65.70%),33 (0.38),←,
Totals,Totals,24y 266d,1800 (1169-11-620 64.94%),1197 (0.67),,
C,"Malthouse, Mick",42y 318d,296 (178-4-114 60.81%),,161 (111-2-48 69.57%),
