Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
2,"Atkinson, Brodie",26y 308d,6 (3-0-3 50.00%),1 (0.17),4 (2-0-2 50.00%),1 (0.25)
18,"Bond, Troy",25y 325d,89 (55-0-34 61.80%),75 (0.84),53 (29-0-24 54.72%),49 (0.92)
24,"Burton, Brett",21y 31d,10 (4-0-6 40.00%),9 (0.90),←,
9,"Edwards, Tyson",22y 302d,71 (37-0-34 52.11%),33 (0.46),←,
13,"Ellen, Shane",26y 154d,56 (26-0-30 46.43%),16 (0.29),45 (21-0-24 46.67%),15 (0.33)
38,"Gallagher, David",18y 303d,8 (4-0-4 50.00%),2 (0.25),←,
37,"Golding, Matthew",18y 156d,5 (2-0-3 40.00%),,←,
36,"Goodwin, Simon",22y 160d,38 (25-0-13 65.79%),12 (0.32),←,
34,"Hart, Ben",24y 330d,168 (85-1-82 50.89%),32 (0.19),←,
1,"Herbert, Lucas",21y 264d,5 (1-0-4 20.00%),1 (0.20),←,
47,"Howard, Dean",22y 310d,1 (0-0-1 0.00%),,←,
11,"James, Brett",26y 171d,92 (47-1-44 51.63%),45 (0.49),50 (30-0-20 60.00%),19 (0.38)
28,"Johnson, Kane",21y 81d,46 (24-0-22 52.17%),13 (0.28),←,
5,"Koster, Kym",26y 123d,106 (62-1-43 58.96%),37 (0.35),68 (42-0-26 61.76%),24 (0.35)
23,"McLeod, Andrew",22y 304d,89 (47-0-42 52.81%),86 (0.97),←,
15,"Pittman, David",30y 101d,126 (62-1-63 49.60%),34 (0.27),←,
32,"Ricciuto, Mark",23y 361d,138 (66-1-71 48.19%),90 (0.65),←,
10,"Robran, Matthew",28y 77d,95 (54-0-41 56.84%),94 (0.99),88 (50-0-38 56.82%),89 (1.01)
7,"Smart, Nigel",30y 14d,176 (87-1-88 49.72%),87 (0.49),←,
19,"Stevens, Mark",23y 222d,51 (33-0-18 64.71%),39 (0.76),30 (17-0-13 56.67%),19 (0.63)
29,"Thiessen, James",25y 114d,40 (19-0-21 47.50%),16 (0.40),33 (19-0-14 57.58%),13 (0.39)
30,"Vardy, Peter",23y 129d,51 (28-0-23 54.90%),80 (1.57),←,
Totals,Totals,24y 98d,1467 (771-6-690 52.56%),802 (0.55),,
C,"Blight, Malcolm",49y 108d,223 (132-0-91 59.19%),,62 (37-0-25 59.68%),
