Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",27y 330d,214 (127-2-85 59.81%),284 (1.33),22 (3-0-19 13.64%),22 (1.00)
11,"Bennell, Harley",19y 189d,16 (2-0-14 12.50%),16 (1.00),←,
3,"Brennan, Jared",27y 255d,143 (58-3-82 41.61%),86 (0.60),24 (3-0-21 12.50%),11 (0.46)
30,"Brown, Campbell",28y 224d,175 (76-1-98 43.71%),68 (0.39),16 (1-0-15 6.25%),4 (0.25)
28,"Caddy, Josh",19y 193d,4 (0-0-4 0.00%),3 (0.75),←,
33,"Hall, Aaron",21y 151d,2 (0-0-2 0.00%),,←,
5,"Harbrow, Jarrod",23y 265d,94 (43-1-50 46.28%),23 (0.24),24 (3-0-21 12.50%),2 (0.08)
40,"Hickey, Tom",21y 33d,4 (0-0-4 0.00%),2 (0.50),←,
7,"Hunt, Karmichael",25y 143d,18 (2-0-16 11.11%),1 (0.06),←,
19,"Lynch, Tom",19y 160d,15 (2-0-13 13.33%),15 (1.00),←,
32,"Matera, Brandon",20y 28d,14 (2-0-12 14.29%),16 (1.14),←,
45,"May, Steven",20y 89d,11 (0-0-11 0.00%),,←,
18,"McKenzie, Trent",20y 5d,22 (3-0-19 13.64%),13 (0.59),←,
41,"Prestia, Dion",19y 179d,19 (1-0-18 5.26%),2 (0.11),←,
35,"Rischitelli, Michael",26y 91d,134 (52-3-79 39.93%),57 (0.43),23 (3-0-20 13.04%),10 (0.43)
8,"Russell, Luke",20y 75d,13 (1-0-12 7.69%),6 (0.46),←,
26,"Shaw, Matt",20y 63d,16 (2-0-14 12.50%),7 (0.44),←,
2,"Smith, Zac",22y 46d,22 (3-0-19 13.64%),15 (0.68),←,
24,"Swallow, David",19y 141d,23 (3-0-20 13.04%),12 (0.52),←,
21,"Taylor, Jeremy",19y 296d,4 (0-0-4 0.00%),,←,
14,"Warnock, Matthew",28y 5d,57 (11-1-45 20.18%),1 (0.02),2 (0-0-2 0.00%),
4,"Weller, Maverick",20y 55d,16 (1-0-15 6.25%),2 (0.13),←,
Totals,Totals,22y 104d,1036 (389-11-636 37.55%),629 (0.61),,
C,"McKenna, Guy",42y 333d,24 (3-0-21 12.50%),,←,
