Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Bond, Chris",19,2,13,32,1,,,2.0,,,,,2.0,1.0,3.0,,,,,,,,
32,"Bourke, David",10,2,2,12,,,,2.0,,,,,2.0,1.0,,,,,,,,,
11,"Bowden, Joel",1,,1,2,,,,,,,,,1.0,1.0,,,,,,,,,
17,"Broderick, Paul",11,,5,16,,,,4.0,,,,,,1.0,,,,,,,,,
21,"Bulluss, Paul",8,4,7,15,,,1.0,,,,,,3.0,1.0,,,,,,,,,
9,"Campbell, Wayne",11,,8,19,,,,6.0,,,,,2.0,1.0,,,,,,,,,
15,"Charles, Justin",10,6,7,17,,1.0,13.0,,,,,,2.0,1.0,,,,,,,,,
10,"Daffy, Nick",16,2,1,17,1,1.0,,2.0,,,,,,,,,,,,,,,
25,"Gale, Brendon",12,11,5,17,4,2.0,4.0,2.0,,,,,1.0,,,,,,,,,,
1,"Gale, Michael",4,1,7,11,,,,1.0,,,,,,,,,,,,,,,
2,"Gaspar, Darren",9,5,4,13,,,,1.0,,,,,,1.0,,,,,,,,,
16,"Holland, Ben",1,1,3,4,,,,1.0,,,,,,,,,,,,,,,
31,"Howat, John",1,1,,1,,,,1.0,,,,,,,,,,,,,,,
3,"Kellaway, Duncan",10,2,4,14,,,,3.0,,,,,2.0,1.0,,,,,,,,,
33,"Knights, Matthew",10,4,11,21,,,,2.0,,,,,,,,,,,,,,,
8,"Merenda, Mark",18,3,7,25,1,2.0,,,,,,,2.0,,1.0,,,,,,,,
28,"Moore, Ben",1,,1,2,,,,,,,,,,,,,,,,,,,
6,"Naish, Chris",11,4,6,17,1,,,2.0,,,,,1.0,,,,,,,,,,
13,"Powell, Robert",15,4,4,19,2,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
12,"Richardson, Matthew",17,13,5,22,7,3.0,,1.0,,,,,2.0,2.0,2.0,,,,,,,,
4,"Rogers, Matthew",14,4,6,20,,,,4.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,69,107,316,17,12.0,18.0,38.0,,,,,22.0,13.0,6.0,,,,,,,,
Opposition,Opposition,184,74,120,304,11,7.0,26.0,34.0,,,,,13.0,22.0,,,,,,,,,
