Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
21,"Barlow, Michael",27y 234d,107 (73-1-33 68.69%),70 (0.65),←,
17,"Crozier, Hayden",21y 228d,31 (20-0-11 64.52%),25 (0.81),←,
9,"de Boer, Matt",25y 152d,128 (75-1-52 58.98%),44 (0.34),←,
12,"Griffin, Jonathon",29y 207d,73 (41-0-32 56.16%),22 (0.30),32 (20-0-12 62.50%),15 (0.47)
32,"Hill, Stephen",25y 100d,146 (87-0-59 59.59%),96 (0.66),←,
5,"Ibbotson, Garrick",27y 147d,145 (79-1-65 54.83%),21 (0.14),←,
23,"Mayne, Chris",26y 280d,145 (89-1-55 61.72%),173 (1.19),←,
18,"McPharlin, Luke",33y 251d,254 (139-1-114 54.92%),115 (0.45),242 (131-1-110 54.34%),112 (0.46)
16,"Mundy, David",30y 20d,228 (130-1-97 57.24%),91 (0.40),←,
13,"Mzungu, Tendai",29y 162d,91 (57-1-33 63.19%),53 (0.58),←,
27,"Neale, Lachie",22y 77d,64 (43-0-21 67.19%),32 (0.50),←,
29,"Pavlich, Matthew",33y 221d,331 (165-0-166 49.85%),663 (2.00),←,
25,"Pearce, Alex",20y 61d,10 (9-0-1 90.00%),2 (0.20),←,
6,"Pearce, Danyle",29y 124d,221 (109-2-110 49.77%),116 (0.52),67 (50-1-16 75.37%),40 (0.60)
31,"Sandilands, Aaron",32y 246d,234 (133-0-101 56.84%),89 (0.38),←,
11,"Sheridan, Tom",21y 285d,32 (25-0-7 78.13%),12 (0.38),←,
36,"Silvagni, Alex",27y 314d,47 (27-1-19 58.51%),10 (0.21),←,
34,"Spurr, Lee",28y 13d,77 (60-1-16 78.57%),5 (0.06),←,
8,"Suban, Nick",25y 92d,123 (73-1-49 59.76%),51 (0.41),←,
33,"Sutcliffe, Cam",23y 78d,63 (48-1-14 76.98%),14 (0.22),←,
10,"Walters, Michael",24y 214d,68 (48-1-19 71.32%),129 (1.90),←,
14,"Weller, Lachie",19y 167d,2 (2-0-0 100.00%),,←,
Totals,Totals,26y 217d,2620 (1532-14-1074 58.47%),1833 (0.70),,
C,"Lyon, Ross",48y 274d,212 (141-5-66 67.69%),,91 (65-1-25 71.98%),
