Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",28y 191d,227 (116-2-109 51.54%),11 (0.05),←,
43,"Answerth, Noah",25y 318d,86 (60-1-25 70.35%),3 (0.03),←,
10,"Ashcroft, Levi",18y 184d,15 (10-1-4 70.00%),6 (0.40),←,
8,"Ashcroft, Will",21y 45d,46 (34-1-11 75.00%),16 (0.35),←,
33,"Bailey, Zac",25y 270d,155 (104-1-50 67.42%),163 (1.05),←,
7,"Berry, Jarrod",27y 135d,174 (103-2-69 59.77%),68 (0.39),←,
23,"Cameron, Charlie",30y 350d,242 (156-3-83 65.08%),418 (1.73),169 (109-2-58 65.09%),331 (1.96)
14,"Day, Sam",32y 287d,164 (53-2-109 32.93%),120 (0.73),9 (7-0-2 77.78%),3 (0.33)
5,"Dunkley, Josh",28y 162d,182 (111-2-69 61.54%),76 (0.42),66 (46-2-18 71.21%),11 (0.17)
3,"Fletcher, Jaspa",21y 116d,56 (39-2-15 71.43%),18 (0.32),←,
32,"Fort, Darcy",31y 318d,45 (30-1-14 67.78%),18 (0.40),37 (25-1-11 68.92%),12 (0.32)
30,"Hipwood, Eric",27y 280d,192 (109-2-81 57.29%),283 (1.47),←,
35,"Lester, Ryan",32y 298d,222 (109-2-111 49.55%),47 (0.21),←,
1,"Lohmann, Kai",22y 45d,45 (31-2-12 71.11%),43 (0.96),←,
6,"McCluggage, Hugh",27y 109d,197 (116-2-79 59.39%),123 (0.62),←,
28,"McLachlan, Will",20y 68d,5 (5-0-0 100.00%),2 (0.40),←,
13,"Morris, Logan",20y 41d,33 (24-2-7 75.76%),54 (1.64),←,
9,"Neale, Lachie",32y 27d,287 (168-2-117 58.89%),133 (0.46),152 (103-2-47 68.42%),66 (0.43)
16,"Rayner, Cam",25y 242d,155 (97-2-56 63.23%),152 (0.98),←,
38,"Reville, Bruce",24y 118d,17 (15-1-1 91.18%),6 (0.35),←,
37,"Starcevich, Brandon",25y 331d,121 (83-0-38 68.60%),8 (0.07),←,
44,"Wilmot, Darcy",21y 171d,71 (49-2-20 70.42%),9 (0.13),←,
15,"Zorko, Dayne",36y 131d,292 (144-2-146 49.66%),236 (0.81),←,
Totals,Totals,26y 168d,3029 (1766-37-1226 58.30%),2013 (0.66),,
C,"Fagan, Chris",63y 362d,204 (120-2-82 59.31%),,←,
