North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brown, Leigh",6,2,6,12,,1.0,,3.0,,2.0,2.0,2.0,1.0,,,7.0,5.0,,,2.0,,,88.0
33,"Campbell, Matt",5,1,4,9,,,,5.0,1.0,2.0,1.0,1.0,,,,2.0,7.0,,,2.0,,1.0,89.0
11,"Firrito, Michael",2,3,8,10,,,,3.0,1.0,1.0,,2.0,,2.0,,3.0,7.0,,,8.0,,,95.0
6,"Grant, Shannon",9,3,4,13,2,2.0,,4.0,,1.0,,3.0,1.0,2.0,,6.0,5.0,2.0,2.0,3.0,,1.0,100.0
31,"Hale, David",1,1,3,4,,,17.0,3.0,,1.0,,,1.0,,,3.0,1.0,1.0,,1.0,,,51.0
39,"Harding, Leigh",14,7,9,23,2,,,3.0,2.0,6.0,1.0,1.0,2.0,,,4.0,19.0,,,1.0,,,76.0
4,"Harris, Daniel",3,,12,15,,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,6.0,9.0,,,2.0,,,66.0
29,"Harvey, Brent",11,,13,24,2,,,3.0,,5.0,4.0,1.0,1.0,,,12.0,12.0,,,1.0,1.0,,90.0
21,"Jones, Corey",5,4,5,10,1,2.0,,1.0,,,2.0,3.0,,1.0,,5.0,5.0,,3.0,1.0,,,82.0
2,"Lower, Ed",5,1,9,14,,,,3.0,1.0,,1.0,,,,,4.0,10.0,,,,,,83.0
1,"McIntosh, Hamish",10,7,10,20,,,10.0,2.0,,5.0,2.0,4.0,,2.0,,4.0,14.0,,,1.0,,,59.0
20,"Petrie, Drew",12,5,7,19,,,1.0,5.0,5.0,1.0,,2.0,,,,7.0,11.0,2.0,,7.0,,1.0,100.0
5,"Power, Sam",9,1,6,15,,,,1.0,2.0,1.0,1.0,4.0,1.0,,,4.0,10.0,,,,,,62.0
30,"Pratt, Daniel",11,5,14,25,,,,,9.0,1.0,2.0,2.0,1.0,1.0,,8.0,16.0,,,5.0,1.0,,94.0
3,"Rawlings, Brady",10,3,15,25,,,,4.0,1.0,4.0,3.0,,1.0,,,7.0,18.0,,,1.0,,1.0,75.0
7,"Simpson, Adam",14,5,17,31,,,1.0,5.0,3.0,3.0,6.0,3.0,2.0,,,12.0,19.0,,1.0,5.0,,,83.0
41,"Smith, Josh",7,4,,7,,,,2.0,,1.0,,3.0,,,,1.0,5.0,,,2.0,,,68.0
12,"Thomas, Lindsay",16,8,1,17,1,,,3.0,1.0,4.0,1.0,4.0,1.0,,,4.0,13.0,1.0,1.0,2.0,,1.0,86.0
23,"Thompson, Nathan",7,5,3,10,2,,,,,4.0,,4.0,,2.0,,3.0,7.0,2.0,2.0,1.0,,,90.0
37,"Thompson, Scott",6,4,5,11,,,,4.0,2.0,1.0,2.0,2.0,,,,5.0,6.0,,,5.0,,1.0,95.0
36,"Watt, Shannon",4,3,9,13,,,,,2.0,1.0,1.0,1.0,,1.0,,3.0,9.0,,,6.0,,,96.0
8,"Wells, Daniel",16,5,5,21,1,2.0,,3.0,1.0,8.0,3.0,4.0,2.0,1.0,,8.0,13.0,1.0,,1.0,3.0,2.0,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,77,165,348,11,8.0,29.0,61.0,33.0,53.0,33.0,47.0,15.0,13.0,,118.0,221.0,9.0,9.0,57.0,5.0,8.0,
Opposition,Opposition,235,101,159,394,15,17.0,46.0,54.0,40.0,55.0,36.0,37.0,13.0,15.0,6.0,135.0,251.0,7.0,16.0,55.0,14.0,8.0,
