Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
42,"Beasy, Callan",21y 130d,6 (0-0-6 0.00%),2 (0.33),←,
29,"Beaumont, Simon",27y 226d,147 (72-0-75 48.98%),87 (0.59),←,
35,"Campbell, Blake",20y 354d,9 (1-0-8 11.11%),2 (0.22),←,
16,"Camporeale, Scott",27y 350d,186 (101-0-85 54.30%),169 (0.91),←,
13,"Davies, Justin",20y 20d,15 (3-0-12 20.00%),4 (0.27),←,
25,"Fevola, Brendan",22y 188d,58 (26-0-32 44.83%),113 (1.95),←,
14,"Fisher, Brad",19y 109d,11 (3-0-8 27.27%),15 (1.36),←,
45,"Franchina, Anthony",25y 289d,102 (49-0-53 48.04%),26 (0.25),←,
11,"French, Barnaby",27y 244d,78 (38-1-39 49.36%),22 (0.28),16 (4-0-12 25.00%),2 (0.13)
33,"Houlihan, Ryan",21y 187d,71 (29-0-42 40.85%),65 (0.92),←,
27,"Hulme, Darren",26y 17d,100 (47-0-53 47.00%),50 (0.50),←,
43,"Koutoufides, Anthony",30y 190d,210 (120-1-89 57.38%),178 (0.85),←,
12,"Lappin, Matthew",27y 160d,165 (78-1-86 47.58%),169 (1.02),110 (50-0-60 45.45%),143 (1.30)
10,"Martyn, Mick",34y 330d,299 (172-1-126 57.69%),16 (0.05),12 (2-0-10 16.67%),
41,"McCormick, Jonathon",22y 123d,16 (4-0-12 25.00%),4 (0.25),←,
5,"McKay, Andrew",33y 13d,239 (131-1-107 55.02%),28 (0.12),←,
2,"McKernan, Corey",29y 220d,219 (125-0-94 57.08%),292 (1.33),37 (6-0-31 16.22%),59 (1.59)
37,"Norman, Karl",20y 58d,7 (1-0-6 14.29%),1 (0.14),←,
28,"Prendergast, Ian",22y 328d,27 (9-0-18 33.33%),7 (0.26),←,
32,"Thornton, Bret",19y 254d,27 (6-0-21 22.22%),1 (0.04),←,
30,"Waite, Jarrad",20y 173d,15 (3-0-12 20.00%),9 (0.60),←,
34,"Wiggins, Simon",20y 319d,35 (10-0-25 28.57%),10 (0.29),←,
Totals,Totals,24y 244d,2042 (1028-5-1009 50.34%),1270 (0.62),,
C,"Pagan, Denis",55y 306d,257 (154-0-103 59.92%),,17 (4-0-13 23.53%),
