Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Ah Chee, Callum",9,7,4,13,2,1.0,,1.0,,1.0,,2.0,1.0,,,6.0,7.0,1.0,3.0,,,,80.0
31,"Andrews, Harris",8,7,2,10,,,,,2.0,,,2.0,,1.0,,1.0,10.0,,,7.0,,,97.0
8,"Ashcroft, Will",18,9,11,29,,1.0,,1.0,3.0,4.0,5.0,,3.0,,,9.0,20.0,,,,,2.0,82.0
33,"Bailey, Zac",10,6,3,13,,,,3.0,3.0,2.0,1.0,1.0,1.0,,,3.0,10.0,,1.0,,,,77.0
7,"Berry, Jarrod",12,8,10,22,,,,4.0,4.0,2.0,2.0,4.0,1.0,2.0,,7.0,16.0,1.0,,1.0,1.0,,79.0
34,"Brain, Shadeau",10,5,9,19,,,,,3.0,1.0,2.0,2.0,,1.0,,10.0,8.0,1.0,,2.0,,,80.0
23,"Cameron, Charlie",17,8,,17,1,1.0,,3.0,1.0,2.0,,2.0,1.0,1.0,,2.0,14.0,1.0,2.0,,,,76.0
3,"Daniher, Joe",6,2,1,7,2,1.0,,,,1.0,,2.0,,1.0,,5.0,1.0,2.0,1.0,,,,100.0
5,"Dunkley, Josh",13,5,10,23,,1.0,,5.0,1.0,4.0,4.0,3.0,,1.0,,5.0,18.0,,1.0,2.0,,,82.0
28,"Fletcher, Jaspa",7,4,5,12,,1.0,,1.0,1.0,5.0,2.0,2.0,,1.0,,4.0,10.0,,,1.0,,,75.0
41,"Joyce, Darragh",8,6,2,10,,,,1.0,1.0,2.0,,3.0,,1.0,,4.0,6.0,1.0,,6.0,,,93.0
35,"Lester, Ryan",10,5,6,16,,,,2.0,2.0,1.0,1.0,2.0,,,,6.0,10.0,,,2.0,,,85.0
1,"Lohmann, Kai",8,4,5,13,,2.0,,4.0,1.0,2.0,2.0,,2.0,,,6.0,6.0,,1.0,,,1.0,78.0
6,"McCluggage, Hugh",9,4,6,15,,,,1.0,1.0,3.0,6.0,3.0,2.0,2.0,2.0,8.0,8.0,,,2.0,,,77.0
46,"McInerney, Oscar",5,2,4,9,1,,39.0,,,1.0,4.0,1.0,1.0,,,7.0,3.0,,1.0,1.0,,,84.0
13,"Morris, Logan",6,4,2,8,1,1.0,,2.0,,1.0,,3.0,1.0,2.0,,5.0,4.0,2.0,1.0,1.0,,,73.0
9,"Neale, Lachie",9,3,15,24,1,,,,1.0,7.0,4.0,4.0,,1.0,,11.0,12.0,,,,1.0,1.0,88.0
20 ↑,"Prior, Jaxon",1,,2,3,,,,1.0,,1.0,,,,,,1.0,2.0,,,,,,17.0
16,"Rayner, Cam",6,1,11,17,,2.0,,1.0,1.0,5.0,2.0,3.0,1.0,1.0,,13.0,4.0,1.0,1.0,1.0,,,78.0
25 ↓,"Smith, Henry",6,2,3,9,,,9.0,,,2.0,2.0,1.0,1.0,1.0,,5.0,3.0,,,2.0,,,53.0
37,"Starcevich, Brandon",10,5,3,13,,,,3.0,1.0,,,3.0,3.0,3.0,,3.0,10.0,,,1.0,,,89.0
44,"Wilmot, Darcy",11,3,5,16,,1.0,,2.0,2.0,2.0,,1.0,1.0,,,6.0,8.0,,,1.0,,,75.0
15,"Zorko, Dayne",21,4,3,24,,1.0,,1.0,3.0,3.0,,,,,,4.0,18.0,,,2.0,1.0,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,104,122,342,8,16.0,48.0,36.0,31.0,52.0,37.0,44.0,19.0,19.0,2.0,131.0,208.0,10.0,12.0,32.0,3.0,4.0,
Opposition,Opposition,187,77,152,339,13,4.0,32.0,60.0,44.0,46.0,39.0,47.0,19.0,19.0,4.0,112.0,220.0,9.0,9.0,41.0,6.0,9.0,
