Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",8,1,5,13,1,,,6.0,1.0,5.0,3.0,1.0,2.0,,,8.0,4.0,1.0,,,,3.0,86.0
21,"Black, Heath",10,3,3,13,,,,,5.0,1.0,1.0,2.0,2.0,2.0,,5.0,7.0,,,1.0,,,94.0
2,"Carr, Josh",7,4,6,13,1,,,5.0,,,1.0,2.0,1.0,2.0,1.0,4.0,8.0,1.0,1.0,1.0,,,95.0
9,"Carr, Matthew",12,6,2,14,,,,1.0,,2.0,1.0,2.0,1.0,1.0,,4.0,10.0,,,3.0,,,100.0
10,"Cook, Troy",9,2,3,12,,,,7.0,1.0,2.0,6.0,4.0,,3.0,,9.0,3.0,,,,,,82.0
15,"Crowley, Ryan",7,3,3,10,1,,,1.0,4.0,2.0,,1.0,1.0,1.0,,2.0,8.0,,,,2.0,1.0,40.0
25,"Dodd, Steven",8,3,5,13,,,,2.0,2.0,2.0,4.0,2.0,1.0,,,4.0,8.0,,,2.0,,,97.0
30,"Drum, Marcus",7,4,2,9,,1.0,,4.0,1.0,1.0,1.0,4.0,1.0,3.0,,2.0,7.0,,1.0,3.0,,,62.0
33,"Farmer, Jeff",5,1,3,8,,,,,,3.0,2.0,3.0,,2.0,,4.0,5.0,,,1.0,,1.0,98.0
4,"Hasleby, Paul",6,2,6,12,,,,5.0,5.0,1.0,1.0,,2.0,,,3.0,10.0,,,2.0,,,70.0
43,"Hayden, Roger",9,2,7,16,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,10.0,6.0,,1.0,3.0,2.0,,98.0
11,"Headland, Des",10,3,4,14,,,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,,3.0,11.0,,1.0,,,,94.0
37,"Johnson, Michael",10,8,3,13,,,,2.0,7.0,3.0,,1.0,2.0,,,5.0,9.0,1.0,,9.0,1.0,,100.0
20,"Longmuir, Justin",8,4,5,13,,,16.0,1.0,,4.0,6.0,1.0,1.0,,,10.0,3.0,1.0,,1.0,,,70.0
8,"McManus, Shaun",7,1,7,14,,,,5.0,1.0,1.0,3.0,1.0,2.0,1.0,,6.0,5.0,,,3.0,,,57.0
16,"Mundy, David",7,6,2,9,,,1.0,1.0,7.0,1.0,,1.0,,,,4.0,5.0,3.0,,2.0,,,95.0
28,"Murphy, Ryan",5,4,1,6,2,,,3.0,1.0,,1.0,3.0,,2.0,,2.0,4.0,,2.0,4.0,,,94.0
23,"Parker, Shane",4,3,4,8,,,,2.0,2.0,,,1.0,,1.0,,1.0,7.0,,,5.0,,,93.0
29,"Pavlich, Matthew",10,5,2,12,4,1.0,2.0,1.0,,3.0,,1.0,1.0,,,5.0,6.0,1.0,3.0,2.0,1.0,,100.0
7,"Peake, Brett",4,1,3,7,,,1.0,3.0,2.0,1.0,2.0,,,,,2.0,5.0,,,,3.0,,59.0
12,"Polak, Graham",2,3,7,9,,,9.0,2.0,,1.0,,2.0,,1.0,,5.0,4.0,1.0,,2.0,,,65.0
1,"Webster, Luke",7,6,5,12,,,,,,,1.0,1.0,1.0,1.0,,3.0,9.0,,,1.0,,,52.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,162,75,88,250,9,4.0,30.0,53.0,42.0,36.0,35.0,37.0,19.0,21.0,1.0,101.0,144.0,9.0,9.0,45.0,9.0,5.0,
Opposition,Opposition,178,71,92,270,12,19.0,47.0,62.0,28.0,51.0,44.0,31.0,21.0,18.0,5.0,128.0,147.0,8.0,15.0,39.0,10.0,9.0,
