Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Blee, Nathan",9,4,9,18,,,,5.0,2.0,2.0,2.0,3.0,1.0,2.0,,6.0,12.0,,,3.0,,,91.0
1,"Boak, Travis",15,9,15,30,1,1.0,,3.0,1.0,7.0,8.0,1.0,2.0,,1.0,14.0,16.0,1.0,1.0,,,,79.0
5,"Broadbent, Matthew",7,2,5,12,,,,1.0,2.0,1.0,1.0,2.0,,1.0,,7.0,4.0,,,1.0,,2.0,90.0
11 ↓,"Butcher, John",,,2,2,,,,2.0,,,,,,,,1.0,1.0,,,,,,46.0
27,"Carlile, Alipate",2,3,5,7,,,,,1.0,,,3.0,,2.0,,2.0,5.0,,,4.0,,,92.0
25,"Cassisi, Domenic",8,2,6,14,,,,2.0,2.0,1.0,2.0,1.0,1.0,,,7.0,7.0,,,2.0,,,74.0
30,"Colquhoun, Sam",14,8,4,18,1,,,,2.0,2.0,1.0,1.0,,,,2.0,16.0,,1.0,,2.0,,78.0
18,"Cornes, Kane",11,5,15,26,,,,5.0,2.0,1.0,1.0,1.0,1.0,1.0,,6.0,20.0,,,,1.0,,90.0
7,"Ebert, Brad",10,3,14,24,1,,,9.0,1.0,3.0,1.0,2.0,1.0,2.0,,5.0,19.0,,,1.0,,,86.0
9,"Gray, Robbie",13,4,11,24,,,,1.0,4.0,4.0,8.0,3.0,1.0,2.0,,14.0,11.0,1.0,,1.0,,,78.0
8,"Hartlett, Hamish",9,2,7,16,1,3.0,,8.0,,3.0,1.0,2.0,1.0,1.0,,6.0,9.0,,,3.0,,1.0,88.0
23,"Lobbe, Matthew",8,5,9,17,1,,59.0,6.0,1.0,2.0,4.0,2.0,2.0,1.0,,9.0,8.0,2.0,1.0,2.0,,,92.0
37 ↑,"Mitchell, Kane",4,3,1,5,,1.0,,,,1.0,,,,,,1.0,4.0,,,,,,42.0
6,"Monfries, Angus",12,8,7,19,7,,,1.0,,3.0,1.0,1.0,1.0,,2.0,11.0,8.0,2.0,5.0,1.0,,,89.0
26,"Moore, Andrew",7,2,5,12,1,1.0,,6.0,,1.0,3.0,,3.0,,,7.0,5.0,,1.0,,,,77.0
13,"OShea, Cameron",14,7,6,20,,,,1.0,4.0,5.0,1.0,7.0,,1.0,,2.0,18.0,,,2.0,,1.0,91.0
29,"Pittard, Jasper",9,4,8,17,,,,3.0,,3.0,1.0,2.0,1.0,2.0,,2.0,16.0,,,2.0,4.0,3.0,84.0
28,"Schulz, Jay",9,7,6,15,2,1.0,,2.0,,,,4.0,,1.0,,8.0,7.0,2.0,3.0,,,,92.0
12,"Trengove, Jackson",3,2,8,11,,,,1.0,,,,1.0,,1.0,,3.0,7.0,1.0,,4.0,,,94.0
39,"Westhoff, Justin",15,10,5,20,,,5.0,6.0,1.0,7.0,1.0,3.0,,1.0,,7.0,13.0,1.0,1.0,1.0,,4.0,83.0
16,"Wines, Ollie",6,3,6,12,,,,3.0,2.0,,3.0,4.0,2.0,1.0,,8.0,4.0,,,,,,71.0
20,"Wingard, Chad",12,2,9,21,1,,,,3.0,1.0,4.0,2.0,,1.0,,11.0,10.0,1.0,1.0,1.0,,1.0,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,95,163,360,16,8.0,64.0,65.0,28.0,47.0,43.0,45.0,17.0,20.0,3.0,139.0,220.0,11.0,14.0,28.0,7.0,12.0,
Opposition,Opposition,211,117,153,364,20,9.0,28.0,72.0,31.0,49.0,30.0,42.0,20.0,17.0,3.0,125.0,241.0,11.0,11.0,29.0,16.0,17.0,
