North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",22y 225d,90 (49-0-41 54.44%),11 (0.12),←,
3,"Bastinac, Ryan",23y 308d,107 (59-0-48 55.14%),61 (0.57),←,
50,"Brown, Ben",22y 157d,14 (11-0-3 78.57%),26 (1.86),←,
10,"Cunnington, Ben",23y 300d,103 (55-0-48 53.40%),42 (0.41),←,
14,"Dumont, Trent",19y 300d,1 (1-0-0 100.00%),1 (1.00),←,
11,"Firrito, Michael",31y 150d,234 (117-2-115 50.43%),29 (0.12),←,
43,"Gibson, Sam",28y 334d,64 (38-0-26 59.38%),24 (0.38),←,
22,"Goldstein, Todd",26y 299d,129 (68-1-60 53.10%),61 (0.47),←,
29,"Harvey, Brent",36y 347d,388 (210-3-175 54.51%),459 (1.18),←,
4,"Higgins, Shaun",27y 53d,133 (60-1-72 45.49%),135 (1.02),4 (2-0-2 50.00%),7 (1.75)
5,"Jacobs, Ben",23y 107d,50 (18-0-32 36.00%),8 (0.16),24 (13-0-11 54.17%),3 (0.13)
28,"Nahas, Robin",27y 167d,94 (37-3-54 40.96%),112 (1.19),11 (8-0-3 72.73%),12 (1.09)
20,"Petrie, Drew",32y 193d,273 (135-3-135 50.00%),365 (1.34),←,
9,"Swallow, Andrew",27y 328d,168 (82-1-85 49.11%),72 (0.43),←,
25,"Tarrant, Robbie",26y 1d,41 (20-0-21 48.78%),41 (1.00),←,
12,"Thomas, Lindsay",27y 57d,157 (76-2-79 49.04%),257 (1.64),←,
16,"Thompson, Scott",28y 352d,140 (66-2-72 47.86%),6 (0.04),←,
40,"Turner, Kayne",19y 116d,10 (7-0-3 70.00%),8 (0.80),←,
30,"Waite, Jarrad",32y 81d,188 (68-4-116 37.23%),262 (1.39),4 (2-0-2 50.00%),10 (2.50)
32,"Wood, Mason",21y 225d,4 (3-0-1 75.00%),4 (1.00),←,
19,"Wright, Sam",24y 285d,88 (46-0-42 52.27%),54 (0.61),←,
7,"Ziebell, Jack",24y 57d,104 (51-0-53 49.04%),59 (0.57),←,
Totals,Totals,26y 119d,2580 (1277-22-1281 49.50%),2097 (0.81),,
C,"Scott, Brad",38y 358d,118 (63-0-55 53.39%),,←,
