North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Leigh",8,,7,15,2,1.0,,4.0,,3.0,4.0,1.0,2.0,1.0,,4.0,10.0,,,2.0,,,83.0
4,"Anthony, Liam",14,3,11,25,1,,,6.0,2.0,3.0,4.0,3.0,3.0,,,7.0,18.0,,,,,,78.0
18,"Atley, Shaun",7,2,13,20,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,7.0,13.0,,,2.0,1.0,,94.0
3,"Bastinac, Ryan",14,5,12,26,4,,,1.0,1.0,5.0,3.0,2.0,,,,9.0,17.0,,2.0,,,2.0,66.0
33,"Campbell, Matt",6,4,11,17,,1.0,,6.0,,3.0,2.0,1.0,,,,7.0,10.0,,1.0,1.0,,1.0,76.0
10 ↓,"Cunnington, Ben",6,3,6,12,,,,5.0,1.0,2.0,,2.0,,,,1.0,11.0,,,3.0,,,52.0
15,"Delaney, Luke",2,3,6,8,,,,5.0,1.0,,,,,,,,8.0,,,4.0,,,99.0
27,"Edwards, Aaron",9,6,8,17,4,,,,,2.0,1.0,2.0,1.0,,,10.0,6.0,2.0,4.0,1.0,1.0,3.0,85.0
11,"Firrito, Michael",10,2,13,23,,,,1.0,2.0,3.0,,1.0,3.0,,1.0,8.0,16.0,2.0,,5.0,1.0,2.0,100.0
22,"Goldstein, Todd",2,2,3,5,,,33.0,1.0,,1.0,,1.0,1.0,1.0,,3.0,3.0,1.0,,3.0,,,81.0
23 ↑,"Harper, Kieran",4,3,2,6,1,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,7.0,,1.0,1.0,,,18.0
29,"Harvey, Brent",19,3,19,38,1,,,,2.0,5.0,4.0,4.0,1.0,,2.0,6.0,30.0,,,,4.0,2.0,93.0
34,"Macmillan, Jamie",5,3,7,12,,,,4.0,1.0,2.0,1.0,,,,,3.0,9.0,1.0,,1.0,1.0,,78.0
1,"McIntosh, Hamish",10,8,6,16,2,2.0,9.0,4.0,,3.0,2.0,,1.0,,,8.0,8.0,4.0,3.0,1.0,,,93.0
42,"McMahon, Scott",6,3,4,10,,,1.0,2.0,3.0,1.0,,1.0,,1.0,,3.0,7.0,,,3.0,,,94.0
20,"Petrie, Drew",4,4,3,7,,1.0,,2.0,,,,1.0,,,,4.0,3.0,2.0,4.0,3.0,,,100.0
9,"Swallow, Andrew",14,4,16,30,,1.0,,4.0,2.0,7.0,7.0,3.0,1.0,2.0,,12.0,18.0,,,,1.0,1.0,83.0
12,"Thomas, Lindsay",6,3,5,11,1,,,1.0,,2.0,,3.0,1.0,2.0,,6.0,7.0,,1.0,2.0,,1.0,80.0
16,"Thompson, Scott",6,5,5,11,,,,2.0,4.0,,,3.0,,,,5.0,3.0,2.0,,6.0,2.0,,100.0
8,"Wells, Daniel",14,4,17,31,,2.0,1.0,4.0,2.0,5.0,5.0,1.0,,1.0,,12.0,18.0,,,1.0,1.0,5.0,80.0
19,"Wright, Sam",3,1,15,18,,,,3.0,5.0,1.0,1.0,2.0,,2.0,,6.0,14.0,,,4.0,,,94.0
7,"Ziebell, Jack",17,9,10,27,4,,,4.0,2.0,7.0,8.0,2.0,1.0,,3.0,13.0,15.0,,3.0,,,,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,80,199,385,20,11.0,44.0,62.0,32.0,57.0,44.0,35.0,16.0,12.0,6.0,135.0,251.0,14.0,19.0,43.0,12.0,17.0,
Opposition,Opposition,190,86,137,327,16,18.0,42.0,68.0,32.0,55.0,33.0,34.0,12.0,16.0,,123.0,203.0,13.0,16.0,45.0,11.0,13.0,
