Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",9,7,3,12,,,7.0,1.0,,,,,,,,,,,,,,,
21,"Bradley, Craig",18,4,13,31,2,,1.0,,,,,,,3.0,,,,,,,,,
20,"Brown, Fraser",12,4,9,21,,,,4.0,,,,,,,3.0,,,,,,,,
16,"Camporeale, Scott",15,2,1,16,,2.0,,1.0,,,,,3.0,2.0,,,,,,,,,
39,"Christou, Ang",20,6,5,25,,,,,,,,,2.0,2.0,,,,,,,,,
6,"Clape, Matt",4,3,4,8,1,,,2.0,,,,,,,,,,,,,,,
34,"De Iulio, Ron",11,6,8,19,1,,,3.0,,,,,,2.0,,,,,,,,,
35,"Dean, Peter",4,2,5,9,,,1.0,,,,,,1.0,1.0,,,,,,,,,
13,"Hanna, Mil",10,6,4,14,,,,,,,,,,,,,,,,,,,
17,"Heaver, Brent",9,6,6,15,3,2.0,,3.0,,,,,1.0,1.0,,,,,,,,,
9,"Hickmott, Adrian",4,,2,6,,,,4.0,,,,,2.0,3.0,,,,,,,,,
4,"Kernahan, Stephen",13,12,2,15,2,2.0,1.0,,,,,,,,1.0,,,,,,,,
43,"Koutoufides, Anthony",14,4,8,22,1,,,1.0,,,,,1.0,,2.0,,,,,,,,
44,"Madden, Justin",2,,1,3,,,2.0,3.0,,,,,1.0,2.0,,,,,,,,,
22,"Manton, Glenn",7,6,8,15,,,1.0,2.0,,,,,,,,,,,,,,,
5,"McKay, Andrew",3,1,2,5,,,1.0,3.0,,,,,,2.0,,,,,,,,,
18,"Murphy, Justin",10,6,3,13,5,3.0,,1.0,,,,,,3.0,,,,,,,,,
7,"Ratten, Brett",4,3,11,15,1,,,4.0,,,,,,1.0,,,,,,,,,
23,"Rice, Dean",5,1,1,6,,,,1.0,,,,,1.0,,,,,,,,,,
14,"Sexton, Michael",17,12,15,32,,,,1.0,,,,,2.0,1.0,,,,,,,,,
1,"Silvagni, Stephen",7,1,2,9,,,,2.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,92,113,311,16,11.0,14.0,36.0,,,,,16.0,23.0,6.0,,,,,,,,
Opposition,Opposition,178,67,91,269,9,11.0,18.0,28.0,,,,,23.0,16.0,,,,,,,,,
