Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"AhMat, Robert",7,4,5,12,4,,,1.0,1.0,2.0,,1.0,,,,3.0,10.0,,2.0,,6.0,,
24,"Bolton, Jude",5,1,2,7,1,,,,,3.0,1.0,2.0,,1.0,,1.0,5.0,,,,,,
8,"Cresswell, Daryn",19,4,5,24,2,1.0,,,,9.0,5.0,1.0,1.0,1.0,2.0,7.0,15.0,1.0,2.0,1.0,,,
28,"Crouch, Jared",4,1,3,7,,,,1.0,,4.0,,,1.0,,,4.0,4.0,,,,,,
32,"Doyle, Stephen",2,1,2,4,,,5.0,2.0,,1.0,1.0,,1.0,1.0,,2.0,2.0,,,,,,
26,"Feast, Simon",1,1,1,2,,,,,,,,,,,,1.0,1.0,,,1.0,,,
12,"Fosdike, Nic",6,1,7,13,1,1.0,,,1.0,2.0,2.0,2.0,,,,8.0,5.0,,,3.0,,,
37,"Goodes, Adam",20,11,3,23,1,5.0,1.0,,1.0,7.0,1.0,1.0,2.0,1.0,,7.0,14.0,3.0,3.0,1.0,1.0,,
14,"Kelly, Paul",15,3,3,18,,,,4.0,,7.0,7.0,2.0,2.0,3.0,,11.0,7.0,1.0,1.0,1.0,,,
3,"Lewis, Dale",7,5,8,15,1,,,,1.0,4.0,1.0,1.0,2.0,,,6.0,10.0,,1.0,,,,
34,"Luff, Troy",7,6,9,16,1,,,1.0,2.0,,,1.0,,,,4.0,12.0,,1.0,,,,
36,"Mathews, Ben",12,4,5,17,,1.0,,1.0,2.0,2.0,,3.0,1.0,,,9.0,8.0,,2.0,1.0,,,
11,"Maxfield, Stuart",16,4,1,17,,1.0,,1.0,3.0,6.0,1.0,,,1.0,,2.0,14.0,,,2.0,3.0,,
13,"McPherson, Daniel",11,7,17,28,2,2.0,,,2.0,3.0,6.0,4.0,2.0,,,16.0,14.0,,1.0,,1.0,,
23,"Nicks, Matthew",20,8,10,30,,3.0,,2.0,2.0,5.0,6.0,4.0,2.0,1.0,3.0,11.0,19.0,,2.0,2.0,2.0,,
19,"OLoughlin, Michael",11,6,6,17,4,3.0,,1.0,1.0,2.0,1.0,1.0,,1.0,,9.0,7.0,3.0,2.0,,,,
22,"Saddington, Jason",11,7,5,16,,,,,2.0,2.0,,1.0,3.0,,,7.0,8.0,3.0,,2.0,,,
25,"Schauble, Andrew",7,3,6,13,,,,1.0,3.0,3.0,,1.0,1.0,,,6.0,5.0,1.0,,1.0,,,
2,"Schwass, Wayne",9,2,6,15,1,,,,,3.0,2.0,1.0,,,,8.0,7.0,2.0,1.0,3.0,1.0,,
7,"Seymour, Brad",11,6,11,22,,,,1.0,9.0,2.0,2.0,,1.0,1.0,,9.0,14.0,,,,1.0,,
1,"Stafford, Greg",12,9,7,19,3,,9.0,3.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,8.0,12.0,2.0,3.0,2.0,,,
33,"Warfe, Rowan",6,1,6,12,,,,1.0,3.0,2.0,,2.0,,,,7.0,5.0,,,1.0,2.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,95,128,347,21,19.0,15.0,20.0,36.0,74.0,40.0,32.0,20.0,12.0,6.0,146.0,198.0,16.0,21.0,21.0,17.0,,
Opposition,Opposition,201,84,84,285,14,7.0,32.0,21.0,44.0,55.0,37.0,25.0,12.0,20.0,,126.0,162.0,13.0,14.0,21.0,16.0,,
