Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
10,"Ballard, Charlie",19y 355d,27 (4-0-23 14.81%),1 (0.04),←,
7,"Brodie, Will",20y 324d,18 (2-0-16 11.11%),3 (0.17),←,
19,"Corbett, Josh",23y 81d,9 (0-0-9 0.00%),3 (0.33),←,
12,"Day, Sam",26y 310d,114 (32-1-81 28.51%),79 (0.69),←,
8,"Fiorini, Brayden",21y 325d,41 (9-0-32 21.95%),13 (0.32),←,
1,"Hanley, Pearce",30y 240d,155 (44-0-111 28.39%),59 (0.38),26 (6-0-20 23.08%),1 (0.04)
5,"Harbrow, Jarrod",30y 360d,239 (84-2-153 35.56%),54 (0.23),169 (44-1-124 26.33%),33 (0.20)
40,"Heron, Jacob",19y 215d,10 (1-0-9 10.00%),2 (0.20),←,
20,"Hombsch, Jack",26y 128d,114 (53-0-61 46.49%),1 (0.01),16 (3-0-13 18.75%),
38,"Joyce, Jesse",21y 330d,61 (15-0-46 24.59%),2 (0.03),←,
34,"King, Ben",19y 6d,8 (0-0-8 0.00%),5 (0.63),←,
23,"Lemmens, Sean",24y 253d,81 (22-1-58 27.78%),20 (0.25),←,
41,"Lukosius, Jack",18y 338d,15 (3-0-12 20.00%),3 (0.20),←,
44,"Macpherson, Darcy",21y 257d,33 (6-0-27 18.18%),19 (0.58),←,
2,"Miles, Anthony",27y 135d,85 (39-0-46 45.88%),31 (0.36),14 (3-0-11 21.43%),6 (0.43)
11,"Miller, Touk",23y 141d,94 (20-1-73 21.81%),27 (0.29),←,
35,"Rischitelli, Michael",33y 186d,237 (80-3-154 34.39%),89 (0.38),126 (31-0-95 24.60%),42 (0.33)
18,"Scheer, Brad",20y 316d,13 (1-0-12 7.69%),2 (0.15),←,
6,"Sexton, Alex",25y 222d,113 (28-0-85 24.78%),99 (0.88),←,
24,"Swallow, David",26y 236d,133 (34-0-99 25.56%),65 (0.49),←,
14,"Weller, Lachie",23y 140d,81 (20-0-61 24.69%),22 (0.27),34 (6-0-28 17.65%),5 (0.15)
28,"Witts, Jarrod",26y 303d,96 (31-0-65 32.29%),25 (0.26),56 (13-0-43 23.21%),7 (0.13)
Totals,Totals,24y 104d,1777 (528-8-1241 29.71%),624 (0.35),,
C,"Dew, Stuart",39y 329d,38 (7-0-31 18.42%),,←,
