West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
44,"Begovich, Tony",22y 286d,1 (1-0-0 100.00%),1 (1.00),←,
14,"Brennan, Michael",24y 325d,62 (30-0-32 48.39%),8 (0.13),←,
39,"Heady, Brett",20y 136d,5 (4-0-1 80.00%),6 (1.20),←,
27,"Jackson, Stevan",20y 72d,22 (12-0-10 54.55%),46 (2.09),←,
33,"Kemp, Dean",21y 92d,8 (6-0-2 75.00%),,←,
5,"Lamb, Dwayne",28y 151d,70 (36-0-34 51.43%),23 (0.33),←,
19,"Langdon, Karl",22y 53d,36 (21-0-15 58.33%),41 (1.14),←,
28,"Lewis, Chris",21y 64d,51 (24-0-27 47.06%),63 (1.24),←,
3,"Mainwaring, Chris",24y 144d,64 (32-0-32 50.00%),23 (0.36),←,
8,"Malaxos, Stephen",28y 335d,59 (32-0-27 54.24%),35 (0.59),50 (27-0-23 54.00%),20 (0.40)
37,"Matera, Peter",21y 47d,3 (2-0-1 66.67%),2 (0.67),←,
17,"McKenna, Guy",21y 9d,46 (23-0-23 50.00%),1 (0.02),←,
6,"Miles, Geoff",28y 130d,94 (46-0-48 48.94%),38 (0.40),63 (32-0-31 50.79%),31 (0.49)
41,"Narkle, Phil",29y 111d,58 (11-0-47 18.97%),47 (0.81),10 (4-0-6 40.00%),10 (1.00)
23,"Rance, Murray",28y 115d,87 (44-1-42 51.15%),12 (0.14),47 (24-0-23 51.06%),7 (0.15)
12,"Scott, Phil",29y 123d,50 (24-0-26 48.00%),38 (0.76),←,
4,"Sumich, Peter",22y 129d,27 (12-0-15 44.44%),79 (2.93),←,
13,"Watters, Scott",21y 115d,7 (4-0-3 57.14%),4 (0.57),←,
9,"Wilson, Peter",26y 186d,62 (23-0-39 37.10%),47 (0.76),8 (6-0-2 75.00%),8 (1.00)
24,"Worsfold, John",21y 237d,60 (32-0-28 53.33%),11 (0.18),←,
Totals,Totals,24y 70d,872 (419-1-452 48.05%),525 (0.60),,
C,"Malthouse, Mick",36y 276d,143 (73-2-68 51.75%),,8 (6-0-2 75.00%),
