Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",23,5,11,34,,,,2.0,,,,,2.0,1.0,1.0,,,,,,,,
16,"Clarke, Matthew",13,6,8,21,,,16.0,2.0,,,,,4.0,2.0,3.0,,,,,,,,
12,"Clarke, Troy",7,2,5,12,,,,,,,,,1.0,,,,,,,,,,
6,"Fletcher, Adrian",14,4,7,21,,,,2.0,,,,,,4.0,,,,,,,,,
29,"Francis, Fabian",11,2,6,17,2,1.0,,2.0,,,,,,2.0,,,,,,,,,
37,"Frigo, Rudi",5,1,3,8,,,,,,,,,4.0,1.0,,,,,,,,,
4,"Gastev, John",7,3,7,14,,1.0,,2.0,,,,,1.0,4.0,,,,,,,,,
14,"Hamilton, Shane",14,4,5,19,2,,,3.0,,,,,2.0,,,,,,,,,,
18,"Lambert, Craig",11,1,17,28,2,,,2.0,,,,,2.0,1.0,,,,,,,,,
44,"Lappin, Nigel",,1,2,2,,,,,,,,,1.0,,,,,,,,,,
15,"Lehmann, Troy",12,4,4,16,,,,1.0,,,,,1.0,,,,,,,,,,
17,"Leslie, Martin",6,3,2,8,,,,2.0,,,,,,,,,,,,,,,
11,"Lynch, Alastair",11,10,2,13,2,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"McAdam, Gilbert",8,2,7,15,2,3.0,,2.0,,,,,3.0,1.0,2.0,,,,,,,,
7,"McIvor, Scott",12,8,7,19,1,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
19,"McLean, Michael",12,2,7,19,,,,2.0,,,,,2.0,1.0,,,,,,,,,
24,"Merrett, Roger",14,6,1,15,2,3.0,1.0,1.0,,,,,3.0,2.0,,,,,,,,,
8,"Peos, Paul",7,4,2,9,4,2.0,,,,,,,,2.0,,,,,,,,,
9,"Starcevich, Craig",4,3,1,5,,1.0,,1.0,,,,,,2.0,,,,,,,,,
3,"Voss, Michael",12,2,3,15,,,,2.0,,,,,1.0,,,,,,,,,,
33,"White, Darryl",5,2,4,9,,,,2.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,75,111,319,17,19.0,18.0,30.0,,,,,29.0,27.0,6.0,,,,,,,,
Opposition,Opposition,153,61,103,256,11,11.0,17.0,21.0,,,,,27.0,29.0,,,,,,,,,
