North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Anderson, Jed",10,2,9,19,1,,,5.0,1.0,2.0,3.0,8.0,,4.0,,9.0,11.0,,,3.0,,,78.0
16,"Bonar, Aiden",4,1,2,6,,,,2.0,4.0,,,1.0,,,,2.0,3.0,1.0,,2.0,,,82.0
30,"Comben, Charlie",3,2,3,6,1,,,1.0,,1.0,,1.0,,1.0,,3.0,3.0,,1.0,2.0,,,83.0
9,"Davies-Uniacke, Luke",16,5,8,24,,1.0,,3.0,3.0,2.0,4.0,4.0,2.0,2.0,,9.0,15.0,,,,1.0,,90.0
14,"Dumont, Trent",13,6,3,16,,,,2.0,6.0,,1.0,2.0,,,,2.0,14.0,,,,,,78.0
40,"Ford, Eddie",7,7,4,11,2,1.0,,1.0,1.0,1.0,,,1.0,,,3.0,8.0,,3.0,,,3.0,79.0
22,"Goldstein, Todd",5,6,9,14,,,35.0,2.0,,2.0,3.0,4.0,,1.0,,5.0,10.0,,,1.0,,1.0,81.0
43,"Hall, Aaron",26,10,4,30,,,,1.0,12.0,3.0,,4.0,,,,5.0,18.0,1.0,,1.0,,,85.0
20,"Larkey, Nick",3,2,2,5,2,1.0,1.0,2.0,,1.0,,1.0,2.0,1.0,,2.0,3.0,,1.0,1.0,,,81.0
11,"McDonald, Luke",11,4,5,16,,,,4.0,1.0,4.0,,4.0,1.0,2.0,,3.0,13.0,1.0,,3.0,,1.0,84.0
23,"McKay, Ben",2,2,6,8,,,,1.0,2.0,,1.0,3.0,,1.0,,2.0,5.0,2.0,,7.0,,,89.0
29,"Phillips, Will",6,,6,12,,,,5.0,,3.0,3.0,2.0,1.0,,,8.0,4.0,,,1.0,,1.0,64.0
8,"Scott, Bailey",1,2,10,11,,,,,,1.0,3.0,,,,,5.0,7.0,,,1.0,,1.0,80.0
12,"Simpkin, Jy",6,1,16,22,,,,2.0,,1.0,4.0,6.0,,4.0,,10.0,13.0,,,1.0,,,84.0
2,"Stephenson, Jaidyn",13,8,4,17,1,,,,,2.0,1.0,1.0,1.0,,,5.0,14.0,,1.0,3.0,,,76.0
25,"Tarrant, Robbie",11,9,1,12,,,,1.0,3.0,1.0,,2.0,1.0,1.0,,2.0,10.0,,,3.0,,,85.0
5,"Taylor, Curtis",11,6,8,19,1,,,1.0,2.0,3.0,2.0,2.0,1.0,,,7.0,12.0,1.0,1.0,,,,85.0
26,"Thomas, Tarryn",10,6,8,18,1,,,2.0,,4.0,3.0,4.0,,,,7.0,11.0,1.0,1.0,,1.0,1.0,72.0
28,"Turner, Kayne",5,1,8,13,,,,,1.0,1.0,1.0,4.0,3.0,1.0,,4.0,9.0,,,2.0,,1.0,94.0
19,"Walker, Josh",13,4,4,17,,,7.0,2.0,4.0,2.0,2.0,3.0,1.0,,,7.0,10.0,1.0,,3.0,,,86.0
17,"Young, Lachie",,,,,,,,,,,,,,,,,,,,,,,
7,"Ziebell, Jack",12,7,5,17,,,,,3.0,,1.0,5.0,,3.0,,5.0,9.0,1.0,,3.0,,,79.0
44,"Zurhaar, Cameron",6,3,4,10,3,1.0,,5.0,1.0,3.0,,1.0,,1.0,,5.0,5.0,1.0,2.0,1.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,94,129,323,12,5.0,43.0,42.0,44.0,37.0,32.0,62.0,14.0,22.0,,110.0,207.0,10.0,10.0,38.0,2.0,9.0,
Opposition,Opposition,233,108,137,370,13,13.0,27.0,53.0,25.0,57.0,38.0,52.0,22.0,14.0,6.0,140.0,232.0,10.0,15.0,33.0,2.0,7.0,
