Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,3,11.0,21,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,
35,"Baxter, Darren",9,3,2.0,11,3.0,,,,,,,,1.0,,,,,,,,,,
18,"Cameron, Leon",4,1,,4,,,,,,,,,,,,,,,,,,,
20,"Coleman, Glenn",7,5,3.0,10,3.0,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
22,"Cullen, Mark",4,1,,4,,,,,,,,,,2.0,,,,,,,,,
12,"Eppelstun, Greg",10,1,2.0,12,,,,1.0,,,,,3.0,,,,,,,,,,
32,"Foster, Peter",18,10,4.0,22,,,,2.0,,,,,2.0,1.0,,,,,,,,,
29,"Grant, Chris",7,7,3.0,10,,3.0,,,,,,,1.0,,,,,,,,,,
30,"Harrington, Tim",8,1,1.0,9,,,,,,,,,1.0,2.0,,,,,,,,,
7,"Hawkins, Doug",16,6,7.0,23,1.0,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
21,"Kolyniuk, Steven",10,5,2.0,12,,1.0,,5.0,,,,,1.0,3.0,,,,,,,,,
39,"Liberatore, Tony",15,6,15.0,30,,,,4.0,,,,,1.0,4.0,1.0,,,,,,,,
11,"McGuinness, Tony",16,2,9.0,25,,2.0,,,,,,,1.0,,,,,,,,,,
40,"Moloney, Troy",11,2,6.0,17,,,,1.0,,,,,2.0,,,,,,,,,,
14,"Reynolds, Keenan",7,1,3.0,10,,,1.0,,,,,,2.0,3.0,,,,,,,,,
33,"Royal, Brian",18,2,10.0,28,1.0,2.0,,1.0,,,,,5.0,,,,,,,,,,
13,"Svilar, Michael",5,3,8.0,13,,,,,,,,,3.0,2.0,,,,,,,,,
16,"Wallace, Terry",15,5,7.0,22,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,
6,"Wigney, Stuart",11,9,3.0,14,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
15,"Wynd, Scott",6,3,10.0,16,,,11.0,4.0,,,,,3.0,2.0,,,,,,,,,
Totals,Totals,207,76,106.0,313,11.0,12.0,13.0,23.0,,,,,31.0,27.0,1.0,,,,,,,,
Opposition,Opposition,225,80,103.0,328,14.0,13.0,20.0,15.0,,,,,27.0,31.0,5.0,,,,,,,,
