St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",27y 355d,133 (75-1-57 56.77%),97 (0.73),50 (17-1-32 35.00%),23 (0.46)
34,"Bailey, Doug",23y 228d,11 (3-0-8 27.27%),2 (0.18),←,
14,"Bardsley, Kristian",22y 312d,30 (11-1-18 38.33%),17 (0.57),25 (9-1-15 38.00%),13 (0.52)
26,"Brown, Tony",18y 55d,11 (4-0-7 36.36%),5 (0.45),←,
3,"Burke, Nathan",25y 166d,176 (74-2-100 42.61%),58 (0.33),←,
42,"Coghlan, Glen",20y 358d,10 (2-0-8 20.00%),6 (0.60),←,
36,"Fode, Gordon",23y 351d,50 (19-0-31 38.00%),31 (0.62),←,
35,"Harvey, Robert",23y 335d,128 (61-2-65 48.44%),74 (0.58),←,
29,"Jones, Austinn",18y 297d,16 (4-0-12 25.00%),9 (0.56),←,
40,"Kennedy, Mark",23y 59d,6 (2-0-4 33.33%),,←,
17,"Keogh, Rod",24y 119d,49 (21-0-28 42.86%),14 (0.29),27 (9-0-18 33.33%),6 (0.22)
23,"Loewe, Stewart",27y 60d,185 (77-1-107 41.89%),300 (1.62),←,
24,"Nugent, Glenn",23y 256d,32 (16-0-16 50.00%),12 (0.38),8 (2-0-6 25.00%),1 (0.13)
28,"OBrien, Craig",25y 141d,67 (31-1-35 47.01%),117 (1.75),46 (17-1-28 38.04%),101 (2.20)
31,"Shanahan, Jamie",27y 228d,73 (33-1-39 45.89%),,←,
13,"Sierakowski, David",20y 205d,15 (3-1-11 23.33%),2 (0.13),←,
4,"Smith, Joel",18y 80d,14 (4-0-10 28.57%),3 (0.21),←,
19,"Sziller, Steven",22y 219d,16 (4-0-12 25.00%),6 (0.38),←,
15,"Wakelin, Darryl",20y 345d,15 (4-0-11 26.67%),,←,
12,"Wakelin, Shane",20y 344d,22 (6-1-15 29.55%),8 (0.36),←,
7,"Winmar, Nicky",29y 300d,169 (72-1-96 42.90%),228 (1.35),←,
Totals,Totals,23y 125d,1228 (526-12-690 42.83%),989 (0.81),,
C,"Alves, Stan",49y 61d,38 (11-1-26 30.26%),,←,
