St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
2,"Brown, Tony",20y 102d,55 (30-0-25 54.55%),34 (0.62),←,
3,"Burke, Nathan",27y 213d,225 (102-2-121 45.78%),82 (0.36),←,
18,"Cripps, Jason",20y 328d,32 (20-0-12 62.50%),6 (0.19),←,
34,"Daniels, Jayson",26y 200d,164 (54-1-109 33.23%),29 (0.18),106 (41-1-64 39.15%),25 (0.24)
10,"Everitt, Peter",23y 127d,91 (45-1-45 50.00%),147 (1.62),←,
25,"Hall, Barry",20y 211d,17 (11-0-6 64.71%),13 (0.76),←,
35,"Harvey, Robert",26y 17d,177 (90-2-85 51.41%),106 (0.60),←,
24,"Heatley, Jason",25y 198d,21 (16-0-5 76.19%),71 (3.38),18 (13-0-5 72.22%),63 (3.50)
8,"Hudghton, Max",21y 5d,15 (10-0-5 66.67%),,←,
5,"Jones, Austinn",20y 344d,64 (32-0-32 50.00%),56 (0.88),←,
17,"Keogh, Rod",26y 166d,74 (36-0-38 48.65%),28 (0.38),52 (24-0-28 46.15%),20 (0.38)
22,"Lappin, Matthew",21y 202d,37 (19-1-17 52.70%),21 (0.57),←,
23,"Loewe, Stewart",29y 107d,235 (106-1-128 45.32%),469 (2.00),←,
1,"Peckett, Justin",24y 337d,94 (43-1-50 46.28%),3 (0.03),←,
31,"Shanahan, Jamie",29y 275d,123 (63-1-59 51.63%),,←,
13,"Sierakowski, David",22y 252d,50 (24-1-25 49.00%),5 (0.10),←,
19,"Sziller, Steven",24y 266d,54 (30-0-24 55.56%),13 (0.24),←,
29,"Thompson, Andrew",24y 321d,21 (15-0-6 71.43%),12 (0.57),←,
32,"Traianidis, Jason",22y 304d,20 (10-0-10 50.00%),15 (0.75),←,
15,"Wakelin, Darryl",23y 27d,54 (29-0-25 53.70%),6 (0.11),←,
7,"Winmar, Nicky",31y 347d,205 (93-1-111 45.61%),263 (1.28),←,
Totals,Totals,24y 190d,1828 (878-12-938 48.03%),1379 (0.75),,
C,"Alves, Stan",51y 108d,89 (41-1-47 46.63%),,←,
