West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Allen, Oscar",6,6,,6,,2.0,,1.0,,1.0,,,,,,2.0,5.0,1.0,2.0,3.0,,,86.0
37,"Barrass, Tom",12,9,2,14,,,,1.0,5.0,,,6.0,2.0,4.0,,4.0,10.0,,,6.0,,,95.0
10,"Brockman, Tyler",4,2,3,7,,,,3.0,,2.0,,2.0,,,,2.0,5.0,,,,,,74.0
18,"Chesser, Campbell",3,1,3,6,,1.0,,4.0,,,,1.0,1.0,1.0,,4.0,3.0,,,1.0,,,77.0
28,"Cole, Tom",7,4,2,9,,,,2.0,2.0,1.0,,2.0,1.0,1.0,,1.0,7.0,,,3.0,,,81.0
15,"Cripps, Jamie",5,3,6,11,,,,3.0,,3.0,3.0,2.0,,1.0,,4.0,7.0,,,,1.0,,87.0
27,"Darling, Jack",3,,3,6,,,1.0,3.0,,,,,1.0,,,5.0,,,,5.0,,,83.0
14,"Duggan, Liam",25,14,3,28,,,,3.0,8.0,4.0,2.0,4.0,,1.0,,4.0,21.0,,,2.0,,,89.0
25 ↓,"Flynn, Matt",3,2,4,7,,,11.0,2.0,,2.0,1.0,2.0,1.0,1.0,,4.0,3.0,1.0,,2.0,,,35.0
7,"Ginbey, Reuben",2,1,8,10,,,,5.0,,,1.0,,,,,6.0,5.0,,,,,,83.0
19,"Hough, Brady",7,4,8,15,,,,5.0,2.0,1.0,,,2.0,,,6.0,9.0,,,3.0,,,91.0
5,"Hunt, Jayden",14,7,5,19,,1.0,,,3.0,3.0,2.0,2.0,,,,4.0,14.0,,,1.0,,,86.0
31,"Jones, Jamaine",10,4,1,11,1,,,1.0,4.0,,,1.0,,,,1.0,10.0,,,,1.0,,84.0
11,"Kelly, Tim",5,1,10,15,,1.0,,7.0,,1.0,3.0,6.0,1.0,3.0,,10.0,6.0,,,,,,80.0
41 ↑,"Maric, Ryan",1,2,3,4,,,,1.0,,,,3.0,,3.0,,1.0,4.0,,,,,,30.0
20,"McGovern, Jeremy",14,9,6,20,1,,,1.0,8.0,2.0,,3.0,1.0,1.0,,7.0,9.0,3.0,,4.0,,,75.0
9,"Reid, Harley",10,1,11,21,,2.0,,5.0,,4.0,4.0,9.0,2.0,4.0,,14.0,8.0,,,,,1.0,85.0
35,"Rotham, Josh",6,4,4,10,,,,3.0,3.0,,,2.0,1.0,,,4.0,6.0,,,3.0,,,92.0
1,"Ryan, Liam",9,4,5,14,,,,2.0,1.0,4.0,1.0,2.0,,,,3.0,11.0,1.0,,,,1.0,85.0
2,"Waterman, Jake",6,2,2,8,1,,,,,3.0,,1.0,2.0,,,3.0,6.0,,,,,,81.0
32,"Williams, Bailey",4,3,2,6,1,1.0,15.0,,,,1.0,1.0,,,,4.0,2.0,1.0,2.0,,,,74.0
23,"Witherden, Alex",13,8,5,18,,,,1.0,6.0,,,3.0,1.0,,,1.0,16.0,,,4.0,,,76.0
6,"Yeo, Elliot",8,3,5,13,,,,7.0,2.0,2.0,3.0,3.0,2.0,1.0,,8.0,7.0,,,1.0,,,70.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,94,101,278,4,9.0,27.0,60.0,44.0,33.0,21.0,55.0,18.0,21.0,,102.0,174.0,7.0,4.0,38.0,2.0,2.0,
Opposition,Opposition,238,129,188,426,14,10.0,39.0,58.0,29.0,60.0,38.0,53.0,21.0,18.0,6.0,126.0,289.0,9.0,22.0,30.0,11.0,13.0,
