Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",3,3,9,12,,,4.0,1.0,,2.0,1.0,1.0,1.0,,,6.0,6.0,,,5.0,,,95.0
4,"Bastinac, Ryan",13,7,10,23,1,,,4.0,,3.0,7.0,2.0,1.0,1.0,,11.0,14.0,,1.0,2.0,,1.0,76.0
17,"Beams, Claye",10,3,5,15,,,,1.0,5.0,3.0,,2.0,1.0,,,5.0,9.0,,,3.0,1.0,1.0,87.0
7,"Bell, Tom",12,7,4,16,2,2.0,,3.0,1.0,6.0,2.0,,,,,6.0,10.0,1.0,3.0,,,,79.0
8,"Bewick, Rohan",12,7,6,18,1,,,4.0,3.0,3.0,,1.0,,1.0,,2.0,16.0,,1.0,,,,84.0
3,"Christensen, Allen",12,5,12,24,1,1.0,,5.0,1.0,1.0,2.0,1.0,2.0,,,8.0,16.0,,1.0,1.0,,,75.0
26,"Cutler, Tom",10,,10,20,2,,,3.0,4.0,4.0,1.0,1.0,1.0,1.0,,8.0,9.0,,,1.0,,,81.0
24,"Dawson, Liam",8,4,9,17,,,,,2.0,1.0,,2.0,1.0,,,2.0,16.0,,,1.0,,,86.0
27,"Gardiner, Darcy",4,1,11,15,,,,3.0,1.0,1.0,,2.0,1.0,1.0,,8.0,6.0,,,7.0,,,80.0
6,"Green, Josh",13,4,1,14,1,2.0,,3.0,,5.0,,2.0,1.0,1.0,,6.0,5.0,,2.0,,,,79.0
11,"Hanley, Pearce",18,4,10,28,2,2.0,2.0,4.0,1.0,7.0,6.0,1.0,2.0,1.0,3.0,13.0,15.0,,1.0,1.0,4.0,1.0,88.0
2,"Harwood, Ryan",6,2,10,16,,,,4.0,2.0,3.0,,2.0,,1.0,,4.0,11.0,,,2.0,1.0,,77.0
35,"Lester, Ryan",6,4,3,9,,3.0,,5.0,,1.0,,2.0,1.0,,,6.0,4.0,2.0,3.0,2.0,,,79.0
12,"Martin, Stefan",7,3,3,10,1,,12.0,,1.0,4.0,1.0,1.0,2.0,,,6.0,5.0,,,2.0,,,39.0
32,"Mayes, Sam",11,5,7,18,,1.0,1.0,8.0,,1.0,5.0,,2.0,,,7.0,11.0,,,,,,86.0
21,"Merrett, Daniel",6,4,6,12,,,,1.0,2.0,,,2.0,1.0,2.0,,6.0,7.0,1.0,,10.0,,,100.0
10,"Rich, Daniel",10,2,11,21,,2.0,,7.0,2.0,6.0,8.0,1.0,1.0,,,13.0,10.0,,1.0,1.0,,3.0,81.0
5,"Robinson, Mitch",8,2,10,18,,,3.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,,8.0,10.0,,,,,1.0,91.0
23,"Schache, Josh",7,5,8,15,1,1.0,,1.0,,1.0,,,1.0,,,7.0,8.0,1.0,1.0,1.0,,,98.0
28,"Taylor, Lewis",6,2,3,9,1,,,2.0,,2.0,,1.0,,,,3.0,6.0,1.0,1.0,,,,82.0
14,"Walker, Josh",6,5,9,15,,2.0,21.0,3.0,1.0,4.0,3.0,3.0,,,,10.0,5.0,2.0,2.0,1.0,,2.0,88.0
15,"Zorko, Dayne",15,3,7,22,1,1.0,,10.0,5.0,6.0,3.0,6.0,3.0,3.0,1.0,9.0,14.0,,1.0,2.0,,1.0,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,82,164,367,14,23.0,43.0,81.0,32.0,66.0,41.0,35.0,23.0,13.0,4.0,154.0,213.0,8.0,18.0,42.0,6.0,10.0,
Opposition,Opposition,161,62,146,307,14,10.0,47.0,78.0,42.0,48.0,39.0,51.0,13.0,23.0,2.0,132.0,168.0,12.0,12.0,53.0,12.0,9.0,
