Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",25y 170d,104 (63-4-37 62.50%),33 (0.32),←,
21,"Balta, Noah",23y 266d,79 (48-2-29 62.03%),22 (0.28),←,
41,"Banks, Sam",20y 105d,2 (2-0-0 100.00%),,←,
29,"Bolton, Shai",24y 220d,107 (64-4-39 61.68%),121 (1.13),←,
35,"Broad, Nathan",30y 92d,120 (83-3-34 70.42%),2 (0.02),←,
9,"Cotchin, Trent",33y 100d,303 (166-5-132 55.61%),141 (0.47),←,
34,"Graham, Jack",25y 141d,111 (72-4-35 66.67%),47 (0.42),←,
2,"Grimes, Dylan",32y,224 (137-4-83 62.05%),3 (0.01),←,
22,"Hopper, Jacob",26y 160d,125 (68-3-54 55.60%),48 (0.38),11 (5-1-5 50.00%),6 (0.55)
4,"Martin, Dustin",32y 20d,284 (161-4-119 57.39%),319 (1.12),←,
33,"McIntosh, Kamdyn",29y 104d,163 (103-3-57 64.11%),45 (0.28),←,
46,"Miller, Ben",23y 319d,23 (11-3-9 54.35%),8 (0.35),←,
50,"Pickett, Marlion",31y 191d,73 (40-4-29 57.53%),22 (0.30),←,
3,"Prestia, Dion",30y 277d,207 (101-3-103 49.52%),68 (0.33),112 (75-3-34 68.30%),38 (0.34)
13,"Ralphsmith, Hugo",21y 249d,32 (14-1-17 45.31%),9 (0.28),←,
8,"Riewoldt, Jack",34y 258d,342 (180-8-154 53.80%),780 (2.28),←,
17,"Rioli, Daniel",26y 91d,154 (94-4-56 62.34%),101 (0.66),←,
10,"Rioli, Maurice",20y 318d,25 (15-2-8 64.00%),18 (0.72),←,
5,"Ross, Jack",22y 316d,57 (31-2-24 56.14%),12 (0.21),←,
20,"Soldo, Ivan",27y 93d,51 (35-2-14 70.59%),18 (0.35),←,
14,"Taranto, Tim",25y 169d,131 (67-3-61 52.29%),62 (0.47),17 (8-1-8 50.00%),14 (0.82)
1,"Vlastuin, Nick",29y 88d,205 (127-4-74 62.93%),29 (0.14),←,
45,"Young, Tylar",24y 314d,13 (6-0-7 46.15%),,←,
Totals,Totals,27y 18d,2935 (1688-72-1175 57.51%),1908 (0.65),,
C,"McQualter, Andrew",37y 37d,7 (5-0-2 71.43%),,←,
