Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",27y 223d,102 (61-2-39 60.78%),113 (1.11),←,
16,"Barnard, Paul",26y 126d,58 (31-0-27 53.45%),14 (0.24),47 (28-0-19 59.57%),10 (0.21)
8,"Bewick, Darren",31y 302d,207 (125-1-81 60.63%),310 (1.50),←,
32,"Blumfield, Justin",21y 207d,58 (32-0-26 55.17%),26 (0.45),←,
33,"Caracella, Blake",22y 96d,45 (24-0-21 53.33%),50 (1.11),←,
22,"Doolan, Ben",26y 160d,101 (48-3-50 49.01%),11 (0.11),76 (41-2-33 55.26%),7 (0.09)
31,"Fletcher, Dustin",24y 43d,119 (74-3-42 63.45%),35 (0.29),←,
11,"Hardwick, Damien",26y 305d,98 (55-1-42 56.63%),12 (0.12),←,
26,"Heffernan, Chris",20y 141d,25 (14-0-11 56.00%),10 (0.40),←,
28,"Johnson, Mark",21y 27d,3 (3-0-0 100.00%),,←,
18,"Lloyd, Matthew",21y 64d,71 (37-1-33 52.82%),209 (2.94),←,
13,"Long, Michael",29y 261d,149 (96-2-51 65.10%),120 (0.81),←,
2,"Mercuri, Mark",25y 118d,120 (73-3-44 62.08%),162 (1.35),←,
24,"Misiti, Joe",24y 222d,131 (75-4-52 58.78%),48 (0.37),←,
29,"Moorcroft, Gary",23y 64d,37 (21-0-16 56.76%),38 (1.03),←,
15,"Prior, Michael",25y 286d,62 (32-1-29 52.42%),17 (0.27),←,
43,"Rioli, Dean",21y 30d,9 (7-0-2 77.78%),16 (1.78),←,
7,"Solomon, Dean",19y 161d,16 (7-0-9 43.75%),3 (0.19),←,
19,"Somerville, Peter",30y 346d,148 (90-3-55 61.82%),88 (0.59),←,
21,"Wallis, Dean",29y 296d,98 (57-1-40 58.67%),29 (0.30),←,
6,"Wellman, Sean",24y 272d,99 (47-2-50 48.48%),14 (0.14),65 (34-1-30 53.08%),5 (0.08)
35,"Young, Barry",28y 358d,119 (57-2-60 48.74%),63 (0.53),66 (38-2-26 59.09%),40 (0.61)
Totals,Totals,25y 54d,1875 (1066-29-780 56.85%),1388 (0.74),,
C,"Sheedy, Kevin",51y 177d,435 (272-5-158 63.10%),,←,
