Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Aleer, Leek",23y 276d,13 (6-0-7 46.15%),,←,
29,"Angove, Cody",18y 361d,3 (2-0-1 66.67%),,←,
7,"Ash, Lachie",23y 337d,112 (57-1-54 51.34%),7 (0.06),←,
14,"Bedford, Toby",24y 362d,70 (45-0-25 64.29%),36 (0.51),52 (33-0-19 63.46%),27 (0.52)
32,"Briggs, Kieren",25y 230d,60 (35-0-25 58.33%),11 (0.18),←,
46,"Brown, Callum",24y 282d,51 (28-0-23 54.90%),49 (0.96),←,
44,"Buckley, Jack",27y 158d,77 (42-1-34 55.19%),1 (0.01),←,
5,"Cadman, Aaron",21y 82d,46 (28-0-18 60.87%),49 (1.07),←,
37,"Fonti, Joe",20y 151d,9 (7-0-2 77.78%),,←,
12,"Green, Tom",24y 121d,102 (50-1-51 49.51%),43 (0.42),←,
4,"Greene, Toby",31y 241d,250 (121-2-127 48.80%),396 (1.58),←,
27,"Himmelberg, Harry",29y 16d,188 (103-2-83 55.32%),161 (0.86),←,
23,"Hogan, Jesse",30y 101d,173 (83-0-90 47.98%),381 (2.20),83 (42-0-41 50.60%),211 (2.54)
39,"Idun, Connor",24y 299d,104 (54-1-49 52.40%),,←,
2,"Jones, Darcy",21y 51d,24 (13-0-11 54.17%),21 (0.88),←,
33,"OHalloran, Xavier",24y 317d,77 (39-1-37 51.30%),28 (0.36),←,
26,"Riccardi, Jake",25y 198d,76 (40-0-36 52.63%),96 (1.26),←,
24,"Rowston, Harry",20y 285d,8 (4-0-4 50.00%),1 (0.13),←,
15,"Taylor, Sam",26y 19d,122 (67-0-55 54.92%),2 (0.02),←,
1,"Thomas, Harvey",19y 289d,29 (17-0-12 58.62%),13 (0.45),←,
8,"Ward, Callan",35y 44d,326 (148-4-174 46.01%),163 (0.50),266 (116-4-146 44.36%),130 (0.49)
10,"Wehr, Jacob",26y 323d,36 (18-0-18 50.00%),7 (0.19),←,
6,"Whitfield, Lachie",30y 310d,245 (123-4-118 51.02%),71 (0.29),←,
Totals,Totals,25y 116d,2201 (1130-17-1054 51.34%),1536 (0.70),,
C,"Kingsley, Adam",49y 277d,62 (36-0-26 58.06%),,←,
