St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
21,"Arnol, Jody",21y 236d,1 (1-0-0 100.00%),1 (1.00),←,
18,"Bowey, Brett",20y 353d,30 (11-0-19 36.67%),33 (1.10),←,
15,"Coghlan, Frank",27y 200d,61 (17-0-44 27.87%),12 (0.20),←,
34,"Daniels, Jayson",19y 89d,39 (11-0-28 28.21%),11 (0.28),←,
44,"Devonport, Craig",20y 112d,11 (6-0-5 54.55%),4 (0.36),←,
20,"Dwyer, Mick",21y 184d,41 (11-0-30 26.83%),26 (0.63),←,
2,"Frawley, Danny",26y 253d,130 (33-0-97 25.38%),9 (0.07),←,
6,"Grant, David",23y 285d,103 (28-0-75 27.18%),54 (0.52),←,
10,"Harding, Paul",25y 349d,41 (19-0-22 46.34%),4 (0.10),30 (12-0-18 40.00%),2 (0.07)
35,"Harvey, Robert",18y 271d,24 (9-0-15 37.50%),22 (0.92),←,
24,"Jeffrey, Russell",24y 102d,23 (8-0-15 34.78%),3 (0.13),←,
32,"Lawrie, Grant",31y 171d,158 (79-1-78 50.32%),57 (0.36),7 (4-0-3 57.14%),1 (0.14)
4,"Lockett, Tony",24y 71d,120 (34-0-86 28.33%),517 (4.31),←,
23,"Loewe, Stewart",21y 361d,81 (26-0-55 32.10%),61 (0.75),←,
19,"Nixon, Ricky",27y 46d,45 (15-0-30 33.33%),22 (0.49),41 (13-0-28 31.71%),21 (0.51)
41,"Pekin, Tim",25y 117d,115 (54-0-61 46.96%),18 (0.16),8 (5-0-3 62.50%),3 (0.38)
37,"Rice, Dean",22y 63d,72 (25-0-47 34.72%),11 (0.15),←,
8,"Russo, Peter",30y 202d,188 (115-0-73 61.17%),119 (0.63),26 (10-0-16 38.46%),17 (0.65)
26,"Taylor, Kain",22y 217d,34 (10-0-24 29.41%),11 (0.32),←,
7,"Winmar, Nicky",24y 236d,71 (25-0-46 35.21%),134 (1.89),←,
Totals,Totals,24y 13d,1388 (537-1-850 38.69%),1129 (0.81),,
C,"Sheldon, Ken",30y 139d,8 (5-0-3 62.50%),,←,
