Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
22,"Blakey, Nick",22y 20d,55 (25-0-30 45.45%),30 (0.55),←,
16,"Campbell, Braeden",20y 43d,9 (7-0-2 77.78%),2 (0.22),←,
7,"Cunningham, Harry",28y 103d,152 (90-0-62 59.21%),48 (0.32),←,
13,"Florent, Oliver",23y 240d,94 (47-0-47 50.00%),35 (0.37),←,
23,"Franklin, Lance",35y 48d,319 (201-1-117 63.17%),996 (3.12),137 (92-0-45 67.15%),416 (3.04)
21,"Gulden, Errol",19y 244d,19 (13-0-6 68.42%),15 (0.79),←,
9,"Hayward, Will",23y 144d,90 (46-0-44 51.11%),101 (1.12),←,
5,"Heeney, Isaac",25y 318d,130 (82-0-48 63.08%),151 (1.16),←,
31,"Hickey, Tom",31y 13d,124 (50-2-72 41.13%),42 (0.34),22 (15-0-7 68.18%),10 (0.45)
12,"Kennedy, Josh",33y 272d,280 (170-2-108 61.07%),155 (0.55),267 (165-2-100 62.17%),151 (0.57)
39,"McCartin, Paddy",25y 334d,36 (11-1-24 31.94%),34 (0.94),1 (1-0-0 100.00%),
30,"McCartin, Tom",22y 79d,71 (37-0-34 52.11%),28 (0.39),←,
6,"McDonald, Logan",19y 349d,8 (6-0-2 75.00%),9 (1.13),←,
27,"McInerney, Justin",21y 213d,32 (17-0-15 53.13%),12 (0.38),←,
2,"McLean, Hayden",23y 58d,23 (11-0-12 47.83%),18 (0.78),←,
14,"Mills, Callum",24y 351d,111 (61-0-50 54.95%),9 (0.08),←,
38,"ORiordan, Colin",26y 158d,30 (14-0-16 46.67%),1 (0.03),←,
26,"Parker, Luke",29y 145d,236 (145-1-90 61.65%),181 (0.77),←,
24,"Rampe, Dane",31y 290d,191 (122-1-68 64.14%),6 (0.03),←,
8,"Rowbottom, James",21y 181d,46 (20-0-26 43.48%),14 (0.30),←,
29,"Sheldrick, Angus",18y 132d,1 (1-0-0 100.00%),,←,
3,"Stephens, Dylan",21y 70d,16 (7-0-9 43.75%),3 (0.19),←,
15,"Wicks, Sam",22y 186d,30 (18-0-12 60.00%),20 (0.67),←,
Totals,Totals,24y 316d,2103 (1201-8-894 57.11%),1910 (0.91),,
C,"Longmire, John",51y 78d,259 (160-2-97 62.16%),,←,
