St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",25y 76d,92 (42-1-49 46.20%),56 (0.61),←,
27,"Blake, Jason",32y 169d,219 (120-5-94 55.94%),38 (0.17),←,
43,"Curren, Tom",21y 33d,7 (2-0-5 28.57%),3 (0.43),←,
26,"Dal Santo, Nick",29y 190d,260 (145-5-110 56.73%),140 (0.54),←,
24,"Dempster, Sean",29y 223d,160 (88-3-69 55.94%),18 (0.11),106 (53-3-50 51.42%),10 (0.09)
14,"Geary, Jarryn",25y 69d,93 (54-0-39 58.06%),17 (0.18),←,
19,"Gilbert, Sam",27y 12d,140 (84-4-52 61.43%),29 (0.21),←,
7,"Hayes, Lenny",33y 229d,277 (137-6-134 50.54%),91 (0.33),←,
1,"Hickey, Tom",22y 178d,24 (4-0-20 16.67%),7 (0.29),12 (3-0-9 25.00%),2 (0.17)
4,"Jones, Clinton",29y 210d,133 (79-4-50 60.90%),35 (0.26),←,
23,"Koschitzke, Justin",30y 345d,200 (111-3-86 56.25%),247 (1.24),←,
15,"Ledger, Tom",21y 167d,8 (7-0-1 87.50%),4 (0.50),←,
9,"Lee, Tom",22y 241d,10 (2-0-8 20.00%),17 (1.70),←,
5,"McEvoy, Ben",24y 51d,91 (51-2-38 57.14%),27 (0.30),←,
44,"Milne, Stephen",33y 176d,275 (145-5-125 53.64%),574 (2.09),←,
11,"Montagna, Leigh",29y 302d,212 (123-4-85 58.96%),129 (0.61),←,
22,"Ray, Farren",27y 161d,176 (97-4-75 56.25%),52 (0.30),101 (62-3-36 62.87%),20 (0.20)
12,"Riewoldt, Nick",30y 318d,259 (136-5-118 53.47%),570 (2.20),←,
17,"Roberton, Dylan",22y 71d,57 (26-0-31 45.61%),7 (0.12),20 (4-0-16 20.00%),2 (0.10)
6,"Ross, Sebastian",20y 116d,14 (5-0-9 35.71%),3 (0.21),←,
13,"Schneider, Adam",29y 111d,200 (126-3-71 63.75%),242 (1.21),102 (66-2-34 65.69%),143 (1.40)
3,"Steven, Jack",23y 156d,73 (33-1-39 45.89%),57 (0.78),←,
Totals,Totals,26y 330d,2980 (1617-55-1308 54.26%),2363 (0.79),,
C,"Watters, Scott",44y 218d,44 (17-0-27 38.64%),,←,
