Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",8,2,12,20,,,,4.0,,3.0,8.0,7.0,1.0,1.0,,9.0,10.0,,,,,,81.0
17,"Brown, Callum",,,,,,,,,,,,,,,,,,,,,,,
6,"Brown, Tyler",6,5,7,13,,,,2.0,,2.0,,1.0,,,,6.0,7.0,1.0,,3.0,,,75.0
46,"Cox, Mason",11,6,4,15,2,1.0,7.0,,1.0,3.0,1.0,2.0,1.0,1.0,,9.0,4.0,4.0,2.0,1.0,,,80.0
25,"Crisp, Jack",17,7,6,23,1,,,2.0,6.0,3.0,4.0,6.0,2.0,3.0,,9.0,13.0,,,1.0,,,90.0
7,"Daicos, Josh",2,1,7,9,,,,1.0,1.0,2.0,2.0,3.0,1.0,3.0,,5.0,5.0,,,1.0,,,78.0
2,"de Goey, Jordan",10,1,6,16,,3.0,,4.0,1.0,4.0,5.0,3.0,,1.0,,7.0,9.0,,,,,2.0,87.0
5,"Elliott, Jamie",7,3,5,12,2,,,2.0,1.0,2.0,,1.0,1.0,1.0,,4.0,8.0,,1.0,,,,82.0
4,"Grundy, Brodie",8,3,3,11,,,39.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,,4.0,7.0,,,4.0,,,84.0
35,"Henry, Oliver",4,1,,4,,,,,1.0,,,3.0,,,,1.0,2.0,,,,,,64.0
32,"Hoskin-Elliott, Will",4,2,8,12,,,,4.0,,1.0,1.0,5.0,,3.0,,5.0,7.0,,,,,1.0,84.0
38,"Howe, Jeremy",11,6,2,13,,,,3.0,5.0,,,,1.0,,,3.0,8.0,1.0,,1.0,,,91.0
44,"Madgen, Jack",8,7,11,19,,,,3.0,4.0,,,2.0,,,,5.0,14.0,,,2.0,,,85.0
37,"Maynard, Brayden",18,4,3,21,,,,4.0,7.0,2.0,,2.0,2.0,,,6.0,14.0,,,5.0,1.0,,90.0
41,"Mihocek, Brody",7,6,4,11,2,2.0,,2.0,,3.0,,3.0,,1.0,,4.0,7.0,1.0,2.0,1.0,,,81.0
30,"Moore, Darcy",14,12,4,18,,,,1.0,5.0,,,3.0,1.0,2.0,,9.0,8.0,6.0,,8.0,1.0,,96.0
9,"Noble, John",18,5,4,22,,,,2.0,3.0,,2.0,3.0,4.0,1.0,,9.0,14.0,,,,,,84.0
10,"Pendlebury, Scott",15,4,10,25,,1.0,,5.0,2.0,7.0,4.0,8.0,1.0,2.0,,13.0,13.0,1.0,,2.0,3.0,2.0,77.0
3,"Quaynor, Isaac",9,4,3,12,,,,3.0,3.0,2.0,,1.0,,,,4.0,9.0,1.0,,7.0,,,85.0
23,"Roughead, Jordan",9,6,5,14,,,,1.0,6.0,2.0,,4.0,1.0,1.0,,8.0,6.0,2.0,,7.0,,,96.0
21,"Ruscoe, Trey",2,2,1,3,,,,2.0,,1.0,,2.0,,2.0,,1.0,2.0,,,,,1.0,74.0
36,"Sier, Brayden",1,,8,9,,,,4.0,,1.0,2.0,,,,,4.0,5.0,,,,,,60.0
24,"Thomas, Josh",8,4,5,13,,3.0,,,1.0,1.0,,1.0,3.0,,,6.0,8.0,,,,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,91,118,315,7,11.0,46.0,52.0,49.0,40.0,32.0,63.0,20.0,24.0,,131.0,180.0,17.0,5.0,43.0,5.0,6.0,
Opposition,Opposition,260,125,206,466,10,9.0,19.0,57.0,34.0,59.0,38.0,61.0,24.0,20.0,6.0,156.0,305.0,15.0,11.0,55.0,4.0,7.0,
