Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",22y 239d,37 (20-0-17 54.05%),21 (0.57),←,
1,"Boak, Travis",29y 257d,225 (107-1-117 47.78%),147 (0.65),←,
26,"Bonner, Riley",21y 39d,8 (6-0-2 75.00%),2 (0.25),←,
33,"Byrne-Jones, Darcy",22y 207d,47 (26-0-21 55.32%),5 (0.11),←,
17,"Clurey, Tom",24y 23d,45 (27-0-18 60.00%),,←,
22,"Dixon, Charlie",27y 204d,110 (44-1-65 40.45%),176 (1.60),45 (25-0-20 55.56%),82 (1.82)
7,"Ebert, Brad",28y 13d,217 (100-1-116 46.31%),111 (0.51),141 (72-1-68 51.42%),78 (0.55)
9,"Gray, Robbie",30y 16d,181 (86-0-95 47.51%),260 (1.44),←,
46,"Gray, Sam",26y 73d,61 (37-0-24 60.66%),47 (0.77),←,
8,"Hartlett, Hamish",27y 244d,152 (72-1-79 47.70%),73 (0.48),←,
43,"Houston, Dan",20y 338d,21 (14-0-7 66.67%),2 (0.10),←,
32,"Howard, Dougal",22y 21d,14 (9-0-5 64.29%),4 (0.29),←,
42,"Jonas, Tom",27y 96d,107 (55-1-51 51.87%),1 (0.01),←,
13,"Marshall, Todd",19y 189d,7 (5-0-2 71.43%),10 (1.43),←,
12,"McKenzie, Trent",26y 12d,107 (29-0-78 27.10%),22 (0.21),1 (0-0-1 0.00%),
6,"Motlop, Steven",27y 34d,139 (93-2-44 67.63%),180 (1.29),4 (3-0-1 75.00%),5 (1.25)
21,"Polec, Jared",25y 185d,88 (50-0-38 56.82%),48 (0.55),72 (43-0-29 59.72%),39 (0.54)
11,"Rockliff, Tom",28y 52d,158 (49-0-109 31.01%),90 (0.57),4 (3-0-1 75.00%),3 (0.75)
23,"Watts, Jack",27y 20d,157 (49-2-106 31.85%),150 (0.96),4 (3-0-1 75.00%),7 (1.75)
39,"Westhoff, Justin",31y 196d,230 (109-1-120 47.61%),269 (1.17),←,
16,"Wines, Ollie",23y 190d,111 (62-0-49 55.86%),53 (0.48),←,
20,"Wingard, Chad",24y 260d,130 (67-1-62 51.92%),215 (1.65),←,
Totals,Totals,25y 215d,2352 (1116-11-1225 47.45%),1886 (0.80),,
C,"Hinkley, Ken",51y 197d,119 (68-0-51 57.14%),,←,
