Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
35,"Athorn, Mark",22y 207d,26 (10-1-15 40.38%),4 (0.15),9 (3-0-6 33.33%),
32,"Baldwin, Jason",20y 207d,13 (6-0-7 46.15%),1 (0.08),←,
18,"Blakey, John",23y 313d,88 (38-0-50 43.18%),20 (0.23),←,
17,"Broderick, Paul",20y 150d,29 (15-0-14 51.72%),31 (1.07),←,
49,"Bunn, Mark",19y 221d,5 (2-0-3 40.00%),,←,
40,"Clayton, Scott",30y 201d,151 (73-1-77 48.68%),21 (0.14),←,
36,"Dundas, Matthew",18y 177d,7 (2-0-5 28.57%),8 (1.14),←,
43,"Johnston, Andrew",19y 292d,1 (1-0-0 100.00%),1 (1.00),←,
21,"Kappler, Darren",25y 130d,67 (27-0-40 40.30%),36 (0.54),←,
11,"Lynch, Alastair",21y 348d,46 (19-0-27 41.30%),60 (1.30),←,
29,"Lyon, Ross",23y 206d,50 (14-0-36 28.00%),52 (1.04),←,
16,"Matera, Wally",26y 266d,50 (26-0-24 52.00%),56 (1.12),26 (15-0-11 57.69%),30 (1.15)
3,"Pert, Gary",25y 5d,153 (73-0-80 47.71%),41 (0.27),←,
9,"Rendell, Matthew",31y 45d,150 (83-1-66 55.67%),99 (0.66),←,
1,"Roos, Paul",26y 340d,175 (79-0-96 45.14%),183 (1.05),←,
20,"Rowe, Duane",24y 62d,15 (10-0-5 66.67%),2 (0.13),←,
33,"Stephens, Brett",29y 102d,70 (28-0-42 40.00%),21 (0.30),←,
39,"Trewella, Mark",23y 339d,18 (6-0-12 33.33%),4 (0.22),←,
34,"Woods, Tony",20y 335d,6 (3-0-3 50.00%),,←,
8,"Wynd, Jim",25y 203d,47 (21-0-26 44.68%),18 (0.38),←,
Totals,Totals,24y 7d,1167 (536-3-628 45.93%),658 (0.56),,
C,"Austin, Rod",37y 127d,32 (15-0-17 46.88%),,←,
