Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
24,"Adams, Marcus",27y 354d,49 (30-0-19 61.22%),4 (0.08),22 (16-0-6 72.73%),
4,"Ah Chee, Callum",23y 253d,76 (32-0-44 42.11%),30 (0.39),31 (24-0-7 77.42%),6 (0.19)
31,"Andrews, Harris",24y 190d,126 (48-0-78 38.10%),10 (0.08),←,
33,"Bailey, Zac",21y 269d,59 (37-0-22 62.71%),42 (0.71),←,
13,"Berry, Tom",20y 49d,15 (12-0-3 80.00%),2 (0.13),←,
14,"Birchall, Grant",33y 142d,277 (190-1-86 68.77%),34 (0.12),29 (23-0-6 79.31%),
23,"Cameron, Charlie",26y 349d,140 (88-1-51 63.21%),216 (1.54),67 (41-0-26 61.19%),129 (1.93)
18,"Coleman, Keidean",21y 80d,13 (10-0-3 76.92%),7 (0.54),←,
3,"Daniher, Joe",27y 107d,121 (49-1-71 40.91%),211 (1.74),13 (9-0-4 69.23%),20 (1.54)
30,"Hipwood, Eric",23y 279d,107 (51-0-56 47.66%),161 (1.50),←,
17,"Lyons, Jarryd",28y 332d,148 (84-0-64 56.76%),73 (0.49),56 (40-0-16 71.43%),24 (0.43)
42,"Madden, James",21y 216d,4 (4-0-0 100.00%),1 (0.25),←,
36,"Mathieson, Rhys",24y 160d,55 (23-0-32 41.82%),26 (0.47),←,
11,"McCarthy, Lincoln",27y 240d,83 (61-0-22 73.49%),75 (0.90),54 (38-0-16 70.37%),50 (0.93)
6,"McCluggage, Hugh",23y 108d,95 (48-0-47 50.53%),58 (0.61),←,
46,"McInerney, Oscar",26y 344d,68 (41-0-27 60.29%),34 (0.50),←,
25,"McStay, Daniel",25y 360d,129 (56-0-73 43.41%),96 (0.74),←,
9,"Neale, Lachie",28y 26d,186 (100-0-86 53.76%),97 (0.52),51 (35-0-16 68.63%),30 (0.59)
20,"Prior, Jaxon",20y 15d,11 (9-0-2 81.82%),6 (0.55),←,
10,"Rich, Daniel",31y 12d,235 (94-1-140 40.21%),112 (0.48),←,
2,"Robertson, Deven",19y 354d,11 (8-0-3 72.73%),3 (0.27),←,
5,"Robinson, Mitch",32y 12d,223 (104-1-118 46.86%),117 (0.52),123 (53-0-70 43.09%),59 (0.48)
37,"Starcevich, Brandon",21y 330d,36 (25-0-11 69.44%),2 (0.06),←,
Totals,Totals,25y 120d,2267 (1204-5-1058 53.11%),1417 (0.63),,
C,"Fagan, Chris",59y 361d,100 (50-0-50 50.00%),,←,
