Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",31y 142d,267 (151-0-116 56.55%),235 (0.88),144 (67-0-77 46.53%),115 (0.80)
21,"Black, Heath",28y 54d,182 (73-0-109 40.11%),78 (0.43),128 (51-0-77 39.84%),59 (0.46)
2,"Carr, Josh",27y 83d,165 (108-1-56 65.76%),86 (0.52),60 (31-0-29 51.67%),26 (0.43)
9,"Carr, Matthew",28y 204d,155 (66-1-88 42.90%),64 (0.41),127 (59-0-68 46.46%),62 (0.49)
15,"Crowley, Ryan",23y 138d,44 (24-0-20 54.55%),39 (0.89),←,
25,"Dodd, Steven",24y 31d,58 (31-0-27 53.45%),4 (0.07),←,
30,"Drum, Marcus",20y 81d,6 (5-0-1 83.33%),5 (0.83),←,
41,"Duffield, Paul",22y 166d,12 (5-0-7 41.67%),3 (0.25),←,
27,"Gilmore, Daniel",24y 141d,27 (17-0-10 62.96%),6 (0.22),←,
14,"Grover, Antoni",27y 132d,124 (57-0-67 45.97%),16 (0.13),←,
4,"Hasleby, Paul",26y 39d,161 (69-0-92 42.86%),99 (0.61),←,
43,"Hayden, Roger",26y 224d,74 (41-0-33 55.41%),6 (0.08),←,
11,"Headland, Des",26y 181d,145 (91-0-54 62.76%),151 (1.04),93 (51-0-42 54.84%),99 (1.06)
37,"Johnson, Michael",22y 274d,48 (28-0-20 58.33%),8 (0.17),←,
8,"McManus, Shaun",31y 162d,211 (85-0-126 40.28%),88 (0.42),←,
18,"McPharlin, Luke",25y 232d,107 (60-0-47 56.07%),63 (0.59),95 (52-0-43 54.74%),60 (0.63)
16,"Mundy, David",22y 1d,58 (32-0-26 55.17%),8 (0.14),←,
29,"Pavlich, Matthew",25y 202d,169 (76-0-93 44.97%),290 (1.72),←,
6,"Solomon, Dean",27y 193d,173 (98-1-74 56.94%),64 (0.37),15 (6-0-9 40.00%),8 (0.53)
17,"Tarrant, Chris",26y 306d,176 (81-0-95 46.02%),326 (1.85),15 (6-0-9 40.00%),27 (1.80)
22,"Thornton, Scott",24y 313d,50 (26-0-24 52.00%),5 (0.10),←,
34,"Warnock, Robert",20y 183d,7 (3-0-4 42.86%),3 (0.43),←,
Totals,Totals,25y 225d,2419 (1227-3-1189 50.72%),1647 (0.68),,
C,"Harvey, Mark",42y 40d,1 (1-0-0 100.00%),,←,
