Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",30y 220d,186 (91-0-95 48.92%),61 (0.33),←,
24,"Burton, Brett",21y 312d,22 (8-0-14 36.36%),25 (1.14),←,
6,"Byrne, James",21y 323d,1 (0-0-1 0.00%),,←,
4,"Clarke, Matthew",26y 175d,131 (62-2-67 48.09%),19 (0.15),1 (0-0-1 0.00%),
1,"Crowell, Andrew",22y 209d,1 (0-0-1 0.00%),,←,
33,"Eccles, Andrew",20y 284d,27 (16-0-11 59.26%),17 (0.63),←,
9,"Edwards, Tyson",23y 218d,82 (41-0-41 50.00%),46 (0.56),←,
13,"Ellen, Shane",27y 70d,62 (28-0-34 45.16%),16 (0.26),51 (23-0-28 45.10%),15 (0.29)
36,"Goodwin, Simon",23y 76d,51 (29-0-22 56.86%),14 (0.27),←,
34,"Hart, Ben",25y 246d,181 (89-1-91 49.45%),34 (0.19),←,
11,"James, Brett",27y 87d,105 (51-1-53 49.05%),47 (0.45),63 (34-0-29 53.97%),21 (0.33)
3,"Jarman, Darren",33y 43d,197 (112-0-85 56.85%),312 (1.58),88 (47-0-41 53.41%),190 (2.16)
5,"Koster, Kym",27y 39d,118 (66-1-51 56.36%),42 (0.36),80 (46-0-34 57.50%),29 (0.36)
16,"McGregor, Ken",19y 42d,10 (3-0-7 30.00%),7 (0.70),←,
23,"McLeod, Andrew",23y 220d,102 (51-0-51 50.00%),101 (0.99),←,
52,"Rehn, Shaun",28y 207d,119 (67-1-51 56.72%),41 (0.34),←,
32,"Ricciuto, Mark",24y 277d,150 (70-1-79 47.00%),92 (0.61),←,
10,"Robran, Matthew",28y 358d,102 (56-0-46 54.90%),98 (0.96),95 (52-0-43 54.74%),93 (0.98)
7,"Smart, Nigel",30y 295d,188 (90-1-97 48.14%),98 (0.52),←,
29,"Thiessen, James",26y 30d,50 (21-0-29 42.00%),24 (0.48),43 (21-0-22 48.84%),21 (0.49)
30,"Vardy, Peter",24y 45d,61 (31-0-30 50.82%),94 (1.54),←,
17,"Welsh, Scott",21y 95d,37 (26-0-11 70.27%),32 (0.86),1 (0-0-1 0.00%),2 (2.00)
Totals,Totals,25y 143d,1983 (1008-8-967 50.83%),1220 (0.62),,
C,"Ayres, Gary",39y 165d,117 (65-1-51 55.98%),,1 (0-0-1 0.00%),
