Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",27y 1d,149 (64-2-83 43.62%),58 (0.39),118 (61-2-55 52.54%),46 (0.39)
6,"Brown, Tyler",20y 287d,9 (4-1-4 50.00%),2 (0.22),←,
46,"Cox, Mason",29y 191d,67 (37-0-30 55.22%),82 (1.22),←,
25,"Crisp, Jack",26y 355d,151 (77-2-72 51.66%),49 (0.32),133 (70-2-61 53.38%),39 (0.29)
26,"Daicos, Josh",21y 300d,33 (18-1-14 56.06%),17 (0.52),←,
2,"de Goey, Jordan",24y 190d,96 (51-2-43 54.17%),130 (1.35),←,
5,"Elliott, Jamie",28y 31d,121 (70-2-49 58.68%),172 (1.42),←,
19,"Greenwood, Levi",31y 215d,156 (84-2-70 54.49%),57 (0.37),82 (44-1-37 54.27%),31 (0.38)
4,"Grundy, Brodie",26y 159d,149 (81-2-66 55.03%),45 (0.30),←,
32,"Hoskin-Elliott, Will",27y 19d,135 (59-2-74 44.44%),131 (0.97),83 (47-2-34 57.83%),89 (1.07)
44,"Madgen, Jack",27y 149d,19 (13-1-5 71.05%),,←,
37,"Maynard, Brayden",24y 1d,114 (58-2-54 51.75%),15 (0.13),←,
41,"Mihocek, Brody",27y 230d,56 (35-1-20 63.39%),85 (1.52),←,
30,"Moore, Darcy",24y 240d,87 (39-2-46 45.98%),61 (0.70),←,
9,"Noble, John",23y 180d,20 (12-1-7 62.50%),1 (0.05),←,
10,"Pendlebury, Scott",32y 258d,314 (190-3-121 60.99%),179 (0.57),←,
3,"Quaynor, Isaac",20y 250d,13 (6-0-7 46.15%),,←,
23,"Roughead, Jordan",29y 323d,177 (88-1-88 50.00%),35 (0.20),39 (25-1-13 65.38%),1 (0.03)
1,"Stephenson, Jaidyn",21y 250d,52 (33-0-19 63.46%),75 (1.44),←,
24,"Thomas, Josh",28y 356d,101 (63-2-36 63.37%),89 (0.88),←,
7,"Treloar, Adam",27y 196d,171 (69-1-101 40.64%),97 (0.57),92 (49-1-42 53.80%),49 (0.53)
18,"Varcoe, Travis",32y 164d,230 (164-0-66 71.30%),171 (0.74),92 (50-0-42 54.35%),41 (0.45)
Totals,Totals,26y 214d,2420 (1315-30-1075 54.34%),1551 (0.64),,
C,"Buckley, Nathan",48y 57d,203 (112-2-89 55.67%),,←,
