0,1,2,3,4,5,6
←,"Round: 2 Venue: Kardinia Park Date: Sat, 4-Apr-1998 2:10 PM Attendance: 26669","Round: 2 Venue: Kardinia Park Date: Sat, 4-Apr-1998 2:10 PM Attendance: 26669","Round: 2 Venue: Kardinia Park Date: Sat, 4-Apr-1998 2:10 PM Attendance: 26669","Round: 2 Venue: Kardinia Park Date: Sat, 4-Apr-1998 2:10 PM Attendance: 26669","Round: 2 Venue: Kardinia Park Date: Sat, 4-Apr-1998 2:10 PM Attendance: 26669",→
←,Geelong,4.2.26,8.8.56,10.8.68,14.15.99,→
←,Richmond,4.3.27,6.5.41,9.9.63,11.14.80,→
←,Qrt margin,RI by 1,GE by 15,GE by 5,GE by 19,→
←,Qrt scores,RI 27-26,GE 30-14,RI 22-12,GE 31-17,→
←,Field umpires,"Hayden Kennedy (187), Vince Sercia (16), Richard Williams (31)","Hayden Kennedy (187), Vince Sercia (16), Richard Williams (31)","Hayden Kennedy (187), Vince Sercia (16), Richard Williams (31)","Hayden Kennedy (187), Vince Sercia (16), Richard Williams (31)",→
