Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Aleer, Leek",23y 344d,21 (12-0-9 57.14%),,←,
9,"Angwin, Ryan",22y 231d,26 (16-0-10 61.54%),2 (0.08),←,
7,"Ash, Lachie",24y 40d,121 (64-1-56 53.31%),8 (0.07),←,
14,"Bedford, Toby",25y 65d,79 (52-0-27 65.82%),42 (0.53),61 (40-0-21 65.57%),33 (0.54)
32,"Briggs, Kieren",25y 298d,66 (40-0-26 60.61%),13 (0.20),←,
46,"Brown, Callum",24y 350d,60 (35-0-25 58.33%),61 (1.02),←,
5,"Cadman, Aaron",21y 150d,55 (35-0-20 63.64%),74 (1.35),←,
17,"Callaghan, Finn",22y 96d,67 (38-0-29 56.72%),11 (0.16),←,
3,"Coniglio, Stephen",31y 228d,223 (105-1-117 47.31%),123 (0.55),←,
37,"Fonti, Joe",20y 219d,18 (14-0-4 77.78%),,←,
12,"Green, Tom",24y 189d,111 (57-1-53 51.80%),47 (0.42),←,
27,"Himmelberg, Harry",29y 84d,197 (110-2-85 56.35%),163 (0.83),←,
23,"Hogan, Jesse",30y 169d,180 (88-0-92 48.89%),394 (2.19),90 (47-0-43 52.22%),224 (2.49)
39,"Idun, Connor",25y 2d,113 (61-1-51 54.42%),,←,
2,"Jones, Darcy",21y 119d,33 (20-0-13 60.61%),27 (0.82),←,
31,"McMullin, Toby",20y 359d,28 (16-0-12 57.14%),8 (0.29),←,
33,"OHalloran, Xavier",25y 20d,86 (46-1-39 54.07%),32 (0.37),←,
26,"Riccardi, Jake",25y 266d,85 (47-0-38 55.29%),108 (1.27),←,
24,"Rowston, Harry",20y 353d,14 (9-0-5 64.29%),1 (0.07),←,
20,"Stringer, Jake",31y 97d,225 (112-1-112 50.00%),389 (1.73),13 (8-0-5 61.54%),22 (1.69)
15,"Taylor, Sam",26y 87d,127 (70-0-57 55.12%),2 (0.02),←,
1,"Thomas, Harvey",19y 357d,36 (22-0-14 61.11%),15 (0.42),←,
6,"Whitfield, Lachie",31y 13d,253 (129-4-120 51.78%),71 (0.28),←,
Totals,Totals,24y 355d,2224 (1198-12-1014 53.87%),1591 (0.72),,
C,"Kingsley, Adam",49y 345d,71 (43-0-28 60.56%),,←,
