Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",17,7,5,22,,,,1.0,,,,,2.0,1.0,,,,,,,,,
32,"Baldwin, Jason",10,,4,14,,,,3.0,,,,,,,,,,,,,,,
17,"Broderick, Paul",18,6,16,34,,,,10.0,,,,,1.0,1.0,,,,,,,,,
22,"Caven, Peter",2,4,7,9,,,,,,,,,1.0,2.0,,,,,,,,,
2,"Dundas, Matthew",2,,3,5,,,,,,,,,,1.0,,,,,,,,,
18,"Dunstan, Michael",9,6,,9,4,3.0,,1.0,,,,,3.0,,,,,,,,,,
6,"Guard, Jeremy",7,3,3,10,,,,2.0,,,,,,1.0,,,,,,,,,
36,"Hawking, Simon",4,2,,4,,,,,,,,,,,,,,,,,,,
26,"Johnston, David",13,1,5,18,,,,3.0,,,,,3.0,2.0,,,,,,,,,
11,"Lynch, Alastair",10,7,2,12,6,2.0,,,,,,,2.0,,,,,,,,,,
29,"Lyon, Ross",10,1,2,12,,,,1.0,,,,,1.0,2.0,,,,,,,,,
30,"Manson, James",5,3,9,14,,,8.0,1.0,,,,,2.0,3.0,,,,,,,,,
25,"McCarthy, John",12,8,4,16,1,,,4.0,,,,,1.0,2.0,,,,,,,,,
49,"McGregor, Anthony",10,2,6,16,,,,3.0,,,,,,2.0,,,,,,,,,
4,"Paxman, Stephen",5,3,6,11,,,,1.0,,,,,3.0,,,,,,,,,,
1,"Roos, Paul",16,8,8,24,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
3,"Seecamp, Marcus",9,4,9,18,1,,,3.0,,,,,1.0,1.0,,,,,,,,,
33,"Stephens, Brett",11,3,7,18,,,,,,,,,1.0,3.0,,,,,,,,,
8,"Wynd, Jim",13,5,4,17,,,,1.0,,,,,4.0,1.0,,,,,,,,,
16,"Zanotti, Mark",14,2,3,17,2,3.0,,3.0,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,75,103,300,14,11.0,8.0,38.0,,,,,29.0,24.0,,,,,,,,,
Opposition,Opposition,222,83,139,361,27,19.0,15.0,32.0,,,,,24.0,29.0,6.0,,,,,,,,
